,pr
2018-04-13,0.010256410256410256
2018-04-14,0.11282051282051284
2018-04-15,1.8769230769230767
2018-04-16,0.38750000000000007
2018-04-17,2.0225
2018-04-18,1.3350000000000002
2018-04-19,0.09000000000000001
2018-04-20,0.0
2018-04-21,0.00625
2018-04-22,0.0
2018-04-23,0.0
2018-04-24,0.0125
2018-04-25,0.035
2018-04-26,0.04
2018-04-27,0.005
2018-04-28,0.005
2018-04-29,1.8499999999999996
2018-04-30,0.02
2018-05-01,0.015000000000000003
2018-05-02,0.12
2018-05-03,0.35
2018-05-04,0.4699999999999999
2018-05-05,0.03
2018-05-06,0.020512820512820513
2018-05-07,1.3128205128205128
2018-05-08,1.5999999999999999
2018-05-09,1.1128205128205129
2018-05-10,0.3789473684210527
2018-05-11,0.08947368421052633
2018-05-12,0.3025641025641026
2018-05-13,0.025
2018-05-14,0.0
2018-05-15,0.06000000000000001
2018-05-16,1.2025000000000001
2018-05-17,0.195
2018-05-18,0.19000000000000003
2018-05-19,0.6875
2018-05-20,17.0
2018-05-21,0.03157894736842106
2018-05-22,0.005263157894736842
2018-05-23,0.021052631578947368
2018-05-24,0.0
2018-05-25,0.015384615384615387
2018-05-26,0.020512820512820513
2018-05-27,0.01578947368421053
2018-05-28,0.0
2018-05-29,0.0358974358974359
2018-05-30,0.06153846153846155
2018-05-31,0.08205128205128205
2018-06-01,0.03783783783783784
2018-06-02,0.0368421052631579
2018-06-03,11.873684210526315
2018-06-04,2.9736842105263164
2018-06-05,3.8789473684210534
2018-06-06,9.839473684210526
2018-06-07,0.02564102564102564
2018-06-08,16.853846153846153
2018-06-09,0.21578947368421056
2018-06-10,0.09473684210526317
2018-06-11,0.01578947368421053
2018-06-12,0.010526315789473684
2018-06-13,9.58205128205128
2018-06-14,1.0128205128205126
2018-06-15,2.633333333333333
2018-06-16,4.161538461538462
2018-06-17,4.838461538461538
2018-06-18,0.1358974358974359
2018-06-19,0.08205128205128207
2018-06-20,0.06923076923076923
2018-06-21,0.046153846153846156
2018-06-22,0.11315789473684212
2018-06-23,0.03846153846153847
2018-06-24,0.031578947368421054
2018-06-25,0.05263157894736842
2018-06-26,0.021052631578947368
2018-06-27,2.3342105263157893
2018-06-28,22.423076923076923
2018-06-29,0.15660377358490565
2018-06-30,0.06981132075471698
2018-07-01,0.024528301886792454
2018-07-02,0.49807692307692314
2018-07-03,0.011320754716981133
2018-07-04,1.287222222222222
2018-07-05,0.06415094339622643
2018-07-06,0.07924528301886795
2018-07-07,0.0
2018-07-08,0.003703703703703704
2018-07-09,0.003703703703703704
2018-07-10,0.18703703703703706
2018-07-11,0.1277358490566038
2018-07-12,0.09433962264150945
2018-07-13,0.10943396226415097
2018-07-14,0.007692307692307693
2018-07-15,0.0
2018-07-16,0.0037735849056603774
2018-07-17,0.007547169811320755
2018-07-18,0.0037735849056603774
2018-07-19,0.04814814814814815
2018-07-20,0.011111111111111113
2018-07-21,0.03773584905660377
2018-07-22,0.0037735849056603774
2018-07-23,0.01509433962264151
2018-07-24,0.0037735849056603774
2018-07-25,0.10566037735849057
2018-07-26,0.09849056603773586
2018-07-27,0.007547169811320755
2018-07-28,0.05660377358490566
2018-07-29,0.007547169811320755
2018-07-30,0.05283018867924528
2018-07-31,0.300377358490566
2018-08-01,4.250754716981133
2018-08-02,0.0888888888888889
2018-08-03,0.12962962962962965
2018-08-04,0.07037037037037037
2018-08-05,0.003703703703703704
2018-08-06,0.01090909090909091
2018-08-07,0.0
2018-08-08,0.02909090909090909
2018-08-09,2.435636363636364
2018-08-10,0.17272727272727267
2018-08-11,0.0
2018-08-12,0.0
2018-08-13,0.0
2018-08-14,0.018518518518518517
2018-08-15,0.003703703703703704
2018-08-16,0.04444444444444445
2018-08-17,0.08763636363636362
2018-08-18,0.5276363636363637
2018-08-19,0.01090909090909091
2018-08-20,0.007547169811320755
2018-08-21,0.0036363636363636364
2018-08-22,0.47709090909090907
2018-08-23,6.0414545454545445
2018-08-24,0.06909090909090909
2018-08-25,30.75163636363636
2018-08-26,3.212909090909091
2018-08-27,0.003703703703703704
2018-08-28,0.0
2018-08-29,0.0
2018-08-30,0.00909090909090909
2018-08-31,0.039999999999999994
2018-09-01,0.0
2018-09-02,1.5872222222222223
2018-09-03,7.9494444444444445
2018-09-04,10.666481481481483
2018-09-05,4.364814814814815
2018-09-06,0.16518518518518518
2018-09-07,0.06037735849056604
2018-09-08,0.0
2018-09-09,0.0
2018-09-10,0.0
2018-09-11,0.18555555555555556
2018-09-12,0.13054545454545455
2018-09-13,0.7054545454545457
2018-09-14,0.2621818181818181
2018-09-15,1.6156363636363635
2018-09-16,7.631090909090909
2018-09-17,0.2036363636363636
2018-09-18,1.1311111111111112
2018-09-19,0.048148148148148155
2018-09-20,3.322407407407407
2018-09-21,6.063518518518519
2018-09-22,0.21481481481481474
2018-09-23,0.040740740740740744
2018-09-24,0.03333333333333333
2018-09-25,2.9901851851851853
2018-09-26,1.3588888888888888
2018-09-27,10.375370370370375
2018-09-28,0.14901960784313725
2018-09-29,0.4076470588235294
2018-09-30,0.8122222222222225
2018-10-01,3.6357407407407414
2018-10-02,0.2225925925925926
2018-10-03,22.694444444444454
2018-10-04,20.547407407407405
2018-10-05,3.666538461538461
2018-10-06,0.13846153846153847
2018-10-07,16.03153846153846
2018-10-08,15.09846153846154
2018-10-09,4.81423076923077
2018-10-10,0.951777777777778
2018-10-11,37.00603773584906
2018-10-12,6.200943396226416
2018-10-13,0.1056603773584906
2018-10-14,11.114905660377358
2018-10-15,9.055471698113209
2018-10-16,13.728679245283018
2018-10-17,16.00698113207547
2018-10-18,34.2675
2018-10-19,13.253846153846148
2018-10-20,0.3611538461538461
2018-10-21,0.06538461538461539
2018-10-22,0.0730769230769231
2018-10-23,0.048275862068965524
2018-10-24,0.043260869565217394
2018-10-25,19.507843137254905
2018-10-26,1.4084615384615387
2018-10-27,16.811346153846152
2018-10-28,0.9692156862745098
2018-10-29,0.008
2018-10-30,0.12693877551020408
2018-10-31,0.494
2018-11-01,4.6166
2018-11-02,1.0010000000000001
2018-11-03,0.20040000000000002
2018-11-04,9.387000000000002
2018-11-05,0.264
2018-11-06,0.07
2018-11-07,0.05500000000000001
2018-11-08,0.9102
2018-11-09,1.4998000000000002
2018-11-10,4.5942
2018-11-11,0.49999999999999994
2018-11-12,0.05200000000000001
2018-11-13,0.008
2018-11-14,0.004081632653061225
2018-11-15,6.7303999999999995
2018-11-16,0.06
2018-11-17,0.00392156862745098
2018-11-18,0.0
2018-11-19,10.182156862745098
2018-11-20,0.8154901960784314
2018-11-21,0.3078
2018-11-22,0.14
2018-11-23,0.1524
2018-11-24,0.5158823529411766
2018-11-25,1.3127450980392157
2018-11-26,0.18392156862745096
2018-11-27,0.6513725490196078
2018-11-28,0.10196078431372549
2018-11-29,0.00784313725490196
2018-11-30,0.7963461538461539
2018-12-01,36.52730769230769
2018-12-02,1.7701923076923076
2018-12-03,0.4338461538461539
2018-12-04,0.0943137254901961
2018-12-05,0.050980392156862744
2018-12-06,0.0
2018-12-07,0.04615384615384616
2018-12-08,3.4970588235294118
2018-12-09,0.023076923076923075
2018-12-10,0.0
2018-12-11,0.0
2018-12-12,0.0037735849056603774
2018-12-13,0.11538461538461539
2018-12-14,0.04905660377358491
2018-12-15,0.7030769230769229
2018-12-16,25.684423076923075
2018-12-17,2.649803921568627
2018-12-18,0.3823529411764707
2018-12-19,20.03076923076923
2018-12-20,0.21960784313725493
2018-12-21,0.9780392156862747
2018-12-22,7.380980392156863
2018-12-23,4.809803921568628
2018-12-24,1.5794117647058825
2018-12-25,0.36470588235294105
2018-12-26,0.8427450980392157
2018-12-27,4.0368627450980386
2018-12-28,1.2141176470588235
2018-12-29,0.09615384615384616
2018-12-30,0.019230769230769232
2018-12-31,9.95269230769231
2019-01-01,3.3424489795918366
2019-01-02,0.004081632653061225
2019-01-03,0.7306122448979593
2019-01-04,0.5216666666666666
2019-01-05,16.960625
2019-01-06,11.050416666666665
2019-01-07,2.987291666666667
2019-01-08,2.325833333333333
2019-01-09,10.844897959183672
2019-01-10,0.11224489795918367
2019-01-11,2.898775510204082
2019-01-12,12.759166666666665
2019-01-13,7.912040816326531
2019-01-14,19.78816326530612
2019-01-15,9.75530612244898
2019-01-16,2.2616326530612247
2019-01-17,6.844489795918367
2019-01-18,11.033469387755101
2019-01-19,2.8889795918367347
2019-01-20,13.79530612244898
2019-01-21,18.685714285714287
2019-01-22,2.4702040816326534
2019-01-23,5.046326530612244
2019-01-24,2.8216326530612243
2019-01-25,11.878367346938775
2019-01-26,1.0933333333333335
2019-01-27,1.4091836734693877
2019-01-28,0.47040816326530605
2019-01-29,0.034693877551020415
2019-01-30,0.012244897959183675
2019-01-31,6.292857142857144
2019-02-01,6.2299999999999995
2019-02-02,0.4244897959183674
2019-02-03,11.927551020408162
2019-02-04,6.4557142857142855
2019-02-05,0.3242857142857143
2019-02-06,1.1244897959183673
2019-02-07,1.5654166666666667
2019-02-08,0.06153846153846154
2019-02-09,2.661538461538462
2019-02-10,0.05217391304347827
2019-02-11,0.006250000000000001
2019-02-12,19.061666666666667
2019-02-13,1.8462500000000002
2019-02-14,0.48625
2019-02-15,0.1125
2019-02-16,46.4975
2019-02-17,5.372702702702702
2019-02-18,8.797708333333334
2019-02-19,7.059583333333333
2019-02-20,12.49
2019-02-21,9.656458333333333
2019-02-22,19.64125
2019-02-23,3.4416666666666664
2019-02-24,0.1219047619047619
2019-02-25,2.0308333333333333
2019-02-26,12.56125
2019-02-27,6.808125
2019-02-28,14.679375
2019-03-01,1.609791666666667
2019-03-02,0.09770833333333334
2019-03-03,0.008333333333333333
2019-03-04,0.014583333333333335
2019-03-05,0.4291666666666667
2019-03-06,0.6435416666666667
2019-03-07,10.255416666666667
2019-03-08,10.28625
2019-03-09,2.8339583333333334
2019-03-10,6.121458333333334
2019-03-11,3.729583333333333
2019-03-12,0.483125
2019-03-13,4.768541666666667
2019-03-14,10.631458333333335
2019-03-15,0.19166666666666665
2019-03-16,1.5231250000000003
2019-03-17,4.037708333333334
2019-03-18,1.2122916666666665
2019-03-19,12.164791666666666
2019-03-20,0.1416666666666667
2019-03-21,0.189375
2019-03-22,0.4263265306122449
2019-03-23,1.0640816326530613
2019-03-24,0.022448979591836737
2019-03-25,0.1953061224489796
2019-03-26,0.0773469387755102
2019-03-27,2.9948979591836733
2019-03-28,0.22448979591836726
2019-03-29,0.9514285714285715
2019-03-30,0.8177083333333334
2019-03-31,0.04122448979591837
2019-04-01,0.004166666666666667
2019-04-02,0.004081632653061225
2019-04-03,0.02040816326530612
2019-04-04,0.0
2019-04-05,0.0
2019-04-06,5.696734693877552
2019-04-07,17.602857142857143
2019-04-08,38.970408163265304
2019-04-09,8.937346938775512
2019-04-10,0.143265306122449
2019-04-11,0.0489795918367347
2019-04-12,0.3739583333333334
2019-04-13,0.05306122448979593
2019-04-14,0.028571428571428574
2019-04-15,1.5861702127659576
2019-04-16,0.12340425531914895
2019-04-17,3.320425531914893
2019-04-18,0.1691666666666667
2019-04-19,0.037500000000000006
2019-04-20,0.0
2019-04-21,0.03541666666666667
2019-04-22,17.409375
2019-04-23,13.015208333333332
2019-04-24,0.5210416666666666
2019-04-25,0.5785416666666666
2019-04-26,0.05000000000000001
2019-04-27,0.004166666666666667
2019-04-28,14.169375
2019-04-29,14.935
2019-04-30,0.1625
2019-05-01,0.024999999999999998
2019-05-02,0.9810416666666667
2019-05-03,0.12083333333333333
2019-05-04,0.21291666666666664
2019-05-05,1.6125
2019-05-06,0.0375
2019-05-07,5.077291666666667
2019-05-08,0.24791666666666667
2019-05-09,0.08750000000000002
2019-05-10,0.2608333333333333
2019-05-11,0.03333333333333333
2019-05-12,5.2625
2019-05-13,1.3302083333333332
2019-05-14,4.115208333333333
2019-05-15,0.2977083333333334
2019-05-16,1.2264583333333334
2019-05-17,4.934374999999999
2019-05-18,4.210625
2019-05-19,2.3685416666666668
2019-05-20,2.9947916666666665
2019-05-21,0.10416666666666667
2019-05-22,0.16
2019-05-23,0.1276595744680851
2019-05-24,43.8268085106383
2019-05-25,15.244255319148937
2019-05-26,0.012765957446808512
2019-05-27,0.0723404255319149
2019-05-28,0.09565217391304348
2019-05-29,38.618085106382985
2019-05-30,0.254468085106383
2019-05-31,44.68543478260869
2019-06-01,46.63022222222222
2019-06-02,7.622045454545455
2019-06-03,17.38113636363636
2019-06-04,4.226136363636363
2019-06-05,0.2157777777777778
2019-06-06,0.3436363636363637
2019-06-07,0.1486666666666667
2019-06-08,0.08666666666666667
2019-06-09,0.07045454545454546
2019-06-10,0.060000000000000005
2019-06-11,0.10444444444444445
2019-06-12,0.06666666666666667
2019-06-13,0.08409090909090909
2019-06-14,0.11555555555555556
2019-06-15,0.037777777777777785
2019-06-16,0.022222222222222223
2019-06-17,0.011111111111111112
2019-06-18,0.024444444444444446
2019-06-19,0.035555555555555556
2019-06-20,0.022222222222222223
2019-06-21,0.0044444444444444444
2019-06-22,0.0044444444444444444
2019-06-23,0.01363636363636364
2019-06-24,0.15333333333333335
2019-06-25,0.051111111111111114
2019-06-26,0.08444444444444445
2019-06-27,30.197333333333336
2019-06-28,9.859777777777776
2019-06-29,0.17272727272727276
2019-06-30,0.15333333333333335
2019-07-01,0.08888888888888889
2019-07-02,0.4066666666666667
2019-07-03,0.09555555555555557
2019-07-04,8.81711111111111
2019-07-05,0.3111111111111111
2019-07-06,3.5779545454545456
2019-07-07,0.22272727272727275
2019-07-08,0.5093023255813954
2019-07-09,0.07209302325581396
2019-07-10,0.15227272727272728
2019-07-11,0.017777777777777778
2019-07-12,0.03255813953488373
2019-07-13,0.04090909090909091
2019-07-14,0.013333333333333336
2019-07-15,0.0044444444444444444
2019-07-16,4.9639999999999995
2019-07-17,0.048
2019-07-18,0.08333333333333333
2019-07-19,0.3440000000000001
2019-07-20,0.1
2019-07-21,0.0
2019-07-22,0.015384615384615385
2019-07-23,0.04615384615384615
2019-07-24,0.038461538461538464
2019-07-25,0.03076923076923077
2019-07-26,0.015384615384615385
2019-07-27,0.0
2019-07-28,0.038461538461538464
2019-07-29,0.12
2019-07-30,0.0
2019-07-31,1.1964444444444444
2019-08-01,0.20652173913043478
2019-08-02,0.00425531914893617
2019-08-03,3.177234042553191
2019-08-04,0.0723404255319149
2019-08-05,0.029787234042553193
2019-08-06,0.013043478260869568
2019-08-07,0.00425531914893617
2019-08-08,0.00425531914893617
2019-08-09,0.06521739130434785
2019-08-10,0.008695652173913044
2019-08-11,0.04468085106382979
2019-08-12,0.01702127659574468
2019-08-13,0.0
2019-08-14,1.5551063829787235
2019-08-15,0.06956521739130435
2019-08-16,0.05217391304347827
2019-08-17,0.0
2019-08-18,0.02127659574468085
2019-08-19,2.448936170212766
2019-08-20,22.206170212765954
2019-08-21,0.14347826086956522
2019-08-22,0.07111111111111111
2019-08-23,0.004347826086956522
2019-08-24,4.537872340425532
2019-08-25,0.012765957446808512
2019-08-26,0.1276595744680851
2019-08-27,0.00851063829787234
2019-08-28,0.00425531914893617
2019-08-29,0.0
2019-08-30,0.0
2019-08-31,0.015384615384615385
2019-09-01,15.168478260869565
2019-09-02,37.148
2019-09-03,0.4762222222222222
2019-09-04,3.2302173913043473
2019-09-05,1.804375
2019-09-06,0.24304347826086956
2019-09-07,1.8658536585365855
2019-09-08,0.05909090909090909
2019-09-09,0.012765957446808512
2019-09-10,0.004166666666666667
2019-09-11,0.07979166666666666
2019-09-12,0.12083333333333333
2019-09-13,0.2897959183673469
2019-09-14,0.2642857142857143
2019-09-15,0.04489795918367347
2019-09-16,0.0
2019-09-17,0.012500000000000002
2019-09-18,0.0
2019-09-19,28.30061224489796
2019-09-20,30.186938775510207
2019-09-21,15.331020408163264
2019-09-22,4.409999999999999
2019-09-23,0.17541666666666667
2019-09-24,0.08979591836734695
2019-09-25,0.08750000000000001
2019-09-26,0.2577551020408163
2019-09-27,0.06250000000000001
2019-09-28,0.0489795918367347
2019-09-29,0.11020408163265306
2019-09-30,0.004081632653061225
2019-10-01,0.004166666666666667
2019-10-02,0.0
2019-10-03,0.016666666666666666
2019-10-04,0.3877551020408163
2019-10-05,0.00816326530612245
2019-10-06,4.851020408163265
2019-10-07,23.449772727272727
2019-10-08,6.3480952380952385
2019-10-09,0.16923076923076924
2019-10-10,0.0
2019-10-11,0.02962962962962963
2019-10-12,0.0
2019-10-13,0.0
2019-10-14,0.47692307692307695
2019-10-15,19.166666666666668
2019-10-16,0.7111111111111112
2019-10-17,0.26122448979591834
2019-10-18,0.08541666666666668
2019-10-19,2.5366666666666666
2019-10-20,0.10204081632653061
2019-10-21,0.125
2019-10-22,8.104285714285714
2019-10-23,0.09583333333333333
2019-10-24,0.0163265306122449
2019-10-25,0.0
2019-10-26,6.281632653061225
2019-10-27,0.08163265306122448
2019-10-28,15.167346938775509
2019-10-29,1.5109302325581395
2019-10-30,0.004081632653061225
2019-10-31,1.9104081632653065
2019-11-01,0.19999999999999998
2019-11-02,0.5593877551020409
2019-11-03,0.2855102040816327
2019-11-04,2.794594594594595
2019-11-05,3.4324324324324325
2019-11-06,10.079999999999998
2019-11-07,0.3457142857142857
2019-11-08,0.6085714285714285
2019-11-09,0.045714285714285714
2019-11-10,0.3485714285714286
2019-11-11,31.354285714285716
2019-11-12,1.8342857142857143
2019-11-13,0.8685714285714287
2019-11-14,3.646153846153846
2019-11-15,11.698510638297874
2019-11-16,0.13829787234042554
2019-11-17,0.02553191489361702
2019-11-18,0.025531914893617023
2019-11-19,0.012765957446808512
2019-11-20,0.0
2019-11-21,0.049999999999999996
2019-11-22,0.3504166666666666
2019-11-23,0.31479166666666664
2019-11-24,9.236875
2019-11-25,0.28574468085106386
2019-11-26,0.012765957446808512
2019-11-27,7.145957446808509
2019-11-28,27.162978723404258
2019-11-29,5.141702127659574
2019-11-30,0.02127659574468085
2019-12-01,0.0
2019-12-02,7.403829787234043
2019-12-03,0.055319148936170216
2019-12-04,0.144468085106383
2019-12-05,0.39936170212765965
2019-12-06,17.253829787234043
2019-12-07,0.4021276595744681
2019-12-08,0.0
2019-12-09,0.00425531914893617
2019-12-10,3.0582978723404257
2019-12-11,0.2546808510638298
2019-12-12,3.361489361702128
2019-12-13,1.2702127659574465
2019-12-14,0.055319148936170216
2019-12-15,0.05106382978723404
2019-12-16,0.04680851063829788
2019-12-17,12.72702127659574
2019-12-18,3.706808510638298
2019-12-19,1.213191489361702
2019-12-20,0.0723404255319149
2019-12-21,3.0359574468085104
2019-12-22,3.9897872340425526
2019-12-23,0.31750000000000006
2019-12-24,0.22425531914893618
2019-12-25,0.9891489361702128
2019-12-26,0.012765957446808512
2019-12-27,0.0
2019-12-28,0.0
2019-12-29,0.00425531914893617
2019-12-30,0.0
2019-12-31,0.0
2020-01-01,0.0
2020-01-02,11.428983050847458
2020-01-03,10.074237288135594
2020-01-04,0.2485714285714286
2020-01-05,9.038135593220339
2020-01-06,1.0274576271186442
2020-01-07,0.013559322033898306
2020-01-08,6.884915254237288
2020-01-09,0.7910169491525424
2020-01-10,20.614915254237292
2020-01-11,10.8735593220339
2020-01-12,13.003220338983049
2020-01-13,0.3496610169491525
2020-01-14,0.02033898305084746
2020-01-15,0.0037735849056603774
2020-01-16,2.065689655172414
2020-01-17,19.172372881355926
2020-01-18,0.19305084745762713
2020-01-19,0.11525423728813561
2020-01-20,0.06206896551724137
2020-01-21,0.29220338983050853
2020-01-22,0.0
2020-01-23,0.11666666666666668
2020-01-24,0.901
2020-01-25,0.773
2020-01-26,0.029999999999999995
2020-01-27,0.010344827586206898
2020-01-28,1.9846666666666668
2020-01-29,9.529500000000002
2020-01-30,2.23047619047619
2020-01-31,4.260833333333333
2020-02-01,4.6565
2020-02-02,0.25083333333333335
2020-02-03,10.105833333333333
2020-02-04,1.2322033898305085
2020-02-05,0.8691666666666669
2020-02-06,2.6253333333333333
2020-02-07,9.347833333333334
2020-02-08,6.0906666666666665
2020-02-09,1.1483333333333332
2020-02-10,19.64766666666667
2020-02-11,1.6255932203389831
2020-02-12,0.29525423728813555
2020-02-13,0.07333333333333333
2020-02-14,0.032
2020-02-15,0.12830508474576272
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,0.04666666666666666
2020-02-19,1.1036666666666666
2020-02-20,12.468620689655173
2020-02-21,0.5016949152542372
2020-02-22,10.469661016949154
2020-02-23,0.18305084745762715
2020-02-24,0.19322033898305083
2020-02-25,0.01016949152542373
2020-02-26,10.109649122807019
2020-02-27,23.458793103448276
2020-02-28,0.07368421052631581
2020-02-29,0.030769230769230774
2020-03-01,0.01694915254237288
2020-03-02,0.9476271186440678
2020-03-03,2.2272881355932204
2020-03-04,2.730508474576271
2020-03-05,2.3961016949152545
2020-03-06,0.062068965517241385
2020-03-07,0.003448275862068966
2020-03-08,0.027586206896551727
2020-03-09,0.0
2020-03-10,0.0033898305084745766
2020-03-11,0.057627118644067804
2020-03-12,0.03389830508474577
2020-03-13,0.0
2020-03-14,0.0
2020-03-15,0.024137931034482762
2020-03-16,0.5989830508474575
2020-03-17,10.591999999999999
2020-03-18,0.11864406779661017
2020-03-19,7.70084745762712
2020-03-20,0.349
2020-03-21,0.05316666666666667
2020-03-22,0.043333333333333335
2020-03-23,0.016666666666666666
2020-03-24,0.12333333333333334
2020-03-25,1.3226666666666669
2020-03-26,0.41583333333333333
2020-03-27,0.02333333333333333
2020-03-28,0.020338983050847456
2020-03-29,0.04067796610169491
2020-03-30,0.6847457627118643
2020-03-31,0.03389830508474577
2020-04-01,0.4460377358490566
2020-04-02,0.04
2020-04-03,0.22650000000000003
2020-04-04,0.08000000000000002
2020-04-05,0.0
2020-04-06,0.013333333333333334
2020-04-07,16.866833333333336
2020-04-08,0.14
2020-04-09,0.04666666666666667
2020-04-10,0.010000000000000002
2020-04-11,0.016666666666666666
2020-04-12,0.029833333333333333
2020-04-13,0.006666666666666667
2020-04-14,0.006666666666666667
2020-04-15,8.201147540983607
2020-04-16,0.013114754098360656
2020-04-17,0.006666666666666667
2020-04-18,0.013333333333333334
2020-04-19,0.21639344262295082
2020-04-20,0.14459016393442622
2020-04-21,0.02622950819672131
2020-04-22,0.01639344262295082
2020-04-23,0.009836065573770493
2020-04-24,0.07540983606557378
2020-04-25,0.08524590163934427
2020-04-26,0.003278688524590164
2020-04-27,0.10666666666666669
2020-04-28,0.3454545454545454
2020-04-29,0.31803278688524594
2020-04-30,0.013114754098360656
2020-05-01,0.0
2020-05-02,0.04918032786885245
2020-05-03,0.0
2020-05-04,0.02
2020-05-05,0.036065573770491806
2020-05-06,0.03934426229508197
2020-05-07,6.771147540983607
2020-05-08,0.13448275862068967
2020-05-09,0.0736842105263158
2020-05-10,0.053333333333333344
2020-05-11,0.006666666666666667
2020-05-12,0.02295081967213115
2020-05-13,0.009836065573770493
2020-05-14,2.3575409836065573
2020-05-15,1.462459016393443
2020-05-16,0.04333333333333334
2020-05-17,0.02295081967213115
2020-05-18,0.05666666666666667
2020-05-19,0.013333333333333334
2020-05-20,0.020689655172413793
2020-05-21,0.019672131147540982
2020-05-22,0.02622950819672131
2020-05-23,15.081999999999997
2020-05-24,0.2433333333333333
2020-05-25,0.0033333333333333335
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.00975609756097561
2020-05-30,0.08771929824561404
2020-05-31,0.03793103448275863
2020-06-01,0.013793103448275864
2020-06-02,1.7318333333333336
2020-06-03,13.014333333333333
2020-06-04,0.27249999999999996
2020-06-05,1.8150847457627117
2020-06-06,3.5658333333333334
2020-06-07,14.281500000000001
2020-06-08,0.04324324324324324
2020-06-09,3.5455
2020-06-10,13.963809523809525
2020-06-11,29.833488372093022
2020-06-12,1.96046511627907
2020-06-13,0.11333333333333334
2020-06-14,0.07333333333333333
2020-06-15,0.09333333333333332
2020-06-16,0.026666666666666665
2020-06-17,0.15683333333333332
2020-06-18,0.12093023255813952
2020-06-19,0.06000000000000001
2020-06-20,0.027586206896551727
2020-06-21,0.02333333333333333
2020-06-22,0.02666666666666667
2020-06-23,0.003448275862068966
2020-06-24,0.02413793103448276
2020-06-25,0.03255813953488373
2020-06-26,13.944166666666666
2020-06-27,9.283666666666669
2020-06-28,16.649166666666666
2020-06-29,0.1633333333333333
2020-06-30,0.04333333333333334
2020-07-01,18.243050847457624
2020-07-02,0.09491525423728817
2020-07-03,0.007017543859649123
2020-07-04,0.006779661016949153
2020-07-05,0.010526315789473686
2020-07-06,0.016666666666666666
2020-07-07,1.6283720930232561
2020-07-08,2.5452631578947367
2020-07-09,0.4735593220338982
2020-07-10,0.07931034482758621
2020-07-11,0.057627118644067804
2020-07-12,0.06885245901639345
2020-07-13,0.06046511627906977
2020-07-14,2.814754098360656
2020-07-15,3.0061666666666667
2020-07-16,0.003448275862068966
2020-07-17,0.016666666666666666
2020-07-18,1.304318181818182
2020-07-19,0.04137931034482759
2020-07-20,0.07868852459016394
2020-07-21,0.10344827586206898
2020-07-22,0.03103448275862069
2020-07-23,0.013333333333333334
2020-07-24,0.006666666666666667
2020-07-25,0.022727272727272728
2020-07-26,0.01639344262295082
2020-07-27,0.043333333333333335
2020-07-28,0.0
2020-07-29,15.261967213114755
2020-07-30,7.956229508196722
2020-07-31,0.07457627118644068
2020-08-01,0.10689655172413795
2020-08-02,0.08524590163934428
2020-08-03,0.009090909090909092
2020-08-04,0.07796610169491526
2020-08-05,0.01363636363636364
2020-08-06,0.025
2020-08-07,0.013114754098360656
2020-08-08,0.006557377049180328
2020-08-09,0.04090909090909091
2020-08-10,0.0033333333333333335
2020-08-11,0.006557377049180328
2020-08-12,0.01016949152542373
2020-08-13,0.0918032786885246
2020-08-14,10.409508196721314
2020-08-15,0.35172413793103446
2020-08-16,44.5516393442623
2020-08-17,15.33295081967213
2020-08-18,10.629999999999999
2020-08-19,24.40918032786885
2020-08-20,23.44377049180328
2020-08-21,20.98766666666667
2020-08-22,3.6875000000000004
2020-08-23,0.07666666666666667
2020-08-24,0.030000000000000002
2020-08-25,0.0
2020-08-26,0.030000000000000006
2020-08-27,0.031034482758620693
2020-08-28,0.09836065573770493
2020-08-29,0.11508196721311478
2020-08-30,0.030000000000000002
2020-08-31,0.013114754098360656
2020-09-01,0.03278688524590164
2020-09-02,0.3509836065573771
2020-09-03,0.34475409836065574
2020-09-04,0.013333333333333334
2020-09-05,0.0035087719298245615
2020-09-06,0.0033333333333333335
2020-09-07,0.02622950819672131
2020-09-08,0.009836065573770493
2020-09-09,0.003278688524590164
2020-09-10,0.0
2020-09-11,0.0
2020-09-12,0.0
2020-09-13,0.0
2020-09-14,0.003278688524590164
2020-09-15,0.013114754098360656
2020-09-16,0.34098360655737703
2020-09-17,0.003278688524590164
2020-09-18,0.6367213114754099
2020-09-19,0.1737704918032787
2020-09-20,0.009836065573770493
2020-09-21,0.042622950819672135
2020-09-22,0.05901639344262295
2020-09-23,0.009836065573770493
2020-09-24,0.013114754098360656
2020-09-25,0.02666666666666667
2020-09-26,0.1744262295081967
2020-09-27,0.0
2020-09-28,6.233770491803279
2020-09-29,31.26983333333333
2020-09-30,0.07213114754098361
2020-10-01,2.7434426229508198
2020-10-02,0.013333333333333334
2020-10-03,0.0
2020-10-04,4.284590163934426
2020-10-05,1.1261666666666665
2020-10-06,0.022950819672131147
2020-10-07,0.003278688524590164
2020-10-08,5.316290322580645
2020-10-09,20.529677419354837
2020-10-10,17.62322580645161
2020-10-11,0.16774193548387095
2020-10-12,0.013559322033898306
2020-10-13,0.0
2020-10-14,0.0
2020-10-15,0.18360655737704917
2020-10-16,0.325
2020-10-17,0.009836065573770493
2020-10-18,0.010526315789473686
2020-10-19,0.1724561403508772
2020-10-20,0.05172413793103448
2020-10-21,0.24929824561403507
2020-10-22,0.0
2020-10-23,1.5593333333333332
