,elvstd,chanlength,chan,chanbw,changrad,avgdis,lat,gradient,chanflpn,chanman,chanbnkf,soildepth1_o,cropcoef_i,soildepth1_f,soildepth2_i,soildepth3_o,cropgrpn_f,mannings_o,soildepth3_i,soildepth2_f,mannings_f,cropgrpn_i,soildepth2_o,soildepth3_f,cropcoef_f,soildepth1_i,mannings_i,cropcoef_o,cropgrpn_o,n sei,es,ta,pr,e0,et,laif,laio,laii,genua2_o,thetar1_f,thetas3_o,thetar3_o,genua1_o,genua2_f,thetas3_f,thetar3_f,thetar1_o,thetas3,ksat2_o,lambda2,ksat3_f,thetas1,genua1_f,thetar2,genua3,lambda2_f,ksat2,lambda2_o,ksat3,ksat3_o,ksat1_o,thetas2,lambda3_o,thetar1,ksat1,thetas2_o,genua3_f,genua2,thetas1_f,lambda1,ksat1_f,thetar2_f,lambda1_o,thetar2_o,ksat2_f,genua1,lambda3_f,lambda1_f,thetar3,thetas2_f,genua3_o,lambda3,thetas1_o
30,19.6781,45.7339,24.847,26.634,23.9158,24.847,24.847,24.5501,24.847,30.5012,26.9973,24.8837,24.8409,24.8578,24.847,25.7577,24.847,24.7404,24.847,24.8726,24.8035,24.847,24.945,25.15,24.8438,24.847,24.847,24.8456,24.8469,24.847,24.847,24.6941,256.315,24.6287,24.8331,24.0783,24.5717,24.0814,24.8385,24.847,24.847,24.847,24.8459,24.8439,24.847,24.847,24.847,27.0002,24.8587,24.847,24.847,24.847,24.8465,61088.7,24.3726,24.8475,24.847,24.8418,25.0471,24.847,24.847,24.847,24.847,2883.55,24.847,17.6092,24.847,24.847,24.5153,24.847,24.8468,24.847,24.8455,24.847,24.8549,24.847,24.847,24.8463,320590.0,22.8125,24.847,24.8856,23.0978
31,18.6504,43.5199,23.4603,25.1435,22.5801,23.4603,23.4603,23.2099,23.4603,28.9776,25.4858,23.4958,23.4543,23.4707,23.4603,24.3791,23.4603,23.3665,23.4603,23.4855,23.4196,23.4603,23.5594,23.766,23.4572,23.4603,23.4603,23.4589,23.4603,23.4603,23.4603,23.3098,246.257,23.2996,23.4464,22.7214,23.1963,22.7247,23.4519,23.4603,23.4603,23.4603,23.4593,23.4572,23.4603,23.4603,23.4603,25.6629,23.4716,23.4603,23.4603,23.4603,23.4598,61085.4,22.9948,23.4607,23.4603,23.455,23.6474,23.4603,23.4603,23.4603,23.4603,2881.56,23.4603,16.4704,23.4603,23.4603,23.0855,23.4603,23.4602,23.4603,23.4589,23.4603,23.4679,23.4603,23.4603,23.4597,116715.0,21.4842,23.4603,23.4941,21.635
32,71.7218,96.0795,104.997,95.4265,121.376,104.997,104.997,119.084,104.997,89.3443,92.5692,105.039,104.992,105.009,104.997,106.124,104.997,104.694,104.997,105.011,104.907,104.997,105.009,105.373,104.995,104.997,104.997,104.996,104.997,104.997,104.997,110.312,1580.94,87.7266,104.984,104.137,104.646,104.135,104.989,104.997,104.997,104.997,104.996,104.994,104.997,104.997,104.997,107.725,105.01,104.997,104.997,104.997,104.997,61115.2,104.439,104.999,104.997,104.992,105.212,104.997,104.997,104.997,104.997,2998.7,104.997,129.661,104.997,104.997,108.432,104.997,104.997,104.997,104.996,104.997,105.006,104.997,104.997,104.997,561152.0,110.269,104.997,105.033,118.596
33,92.1378,106.208,133.793,114.366,151.423,133.793,133.793,139.667,133.793,100.461,111.317,133.834,133.788,133.805,133.793,134.937,133.793,133.298,133.793,133.797,133.661,133.793,133.734,134.175,133.791,133.793,133.793,133.792,133.793,133.793,133.793,136.55,1663.05,107.623,133.782,132.909,133.42,132.919,133.786,133.793,133.793,133.793,133.792,133.791,133.793,133.793,133.793,136.6,133.806,133.793,133.793,133.793,133.793,61134.6,133.243,133.796,133.793,133.79,133.994,133.793,133.793,133.793,133.793,3019.49,133.793,177.041,133.793,133.793,139.876,133.793,133.793,133.793,133.792,133.793,133.802,133.793,133.793,133.793,366250.0,143.952,133.793,133.824,157.354
34,69.506,73.8252,94.1343,82.6245,94.8918,94.1343,94.1343,89.9467,94.1343,68.3663,81.2266,94.1687,94.1295,94.144,94.1343,95.1664,94.1343,93.6716,94.1343,94.1396,94.0066,94.1343,94.0987,94.4783,94.1328,94.1343,94.1343,94.1333,94.1343,94.1343,94.1343,93.5853,859.993,81.3924,94.1249,93.3056,93.7859,93.3318,94.1277,94.1343,94.1343,94.1343,94.1335,94.1326,94.1343,94.1343,94.1343,96.7124,94.1452,94.1343,94.1343,94.1343,94.134,61114.2,93.6524,94.1364,94.1343,94.1309,94.2995,94.1343,94.1343,94.1343,94.1343,2952.36,94.1343,119.014,94.1343,94.1343,98.5236,94.1343,94.1342,94.1343,94.1331,94.1343,94.1417,94.1343,94.1343,94.1338,340169.0,100.738,94.1343,94.1561,109.635
35,57.9366,61.6905,75.0565,72.5832,69.4914,75.0565,75.0565,71.2678,75.0565,60.554,71.9815,75.0869,75.0519,75.0651,75.0565,76.0192,75.0565,74.6498,75.0565,75.0628,74.9384,75.0565,75.0406,75.3773,75.0551,75.0565,75.0565,75.0556,75.0565,75.0565,75.0565,73.6285,610.782,67.6959,75.0476,74.2753,74.7331,74.2921,75.0502,75.0565,75.0565,75.0565,75.0557,75.0551,75.0565,75.0565,75.0565,77.5015,75.0663,75.0565,75.0565,75.0565,75.0562,61129.5,74.6203,75.0584,75.0565,75.0532,75.1973,75.0565,75.0565,75.0565,75.0565,2924.72,75.0565,87.7995,75.0565,75.0565,78.1144,75.0565,75.0564,75.0565,75.0554,75.0565,75.0631,75.0565,75.0565,75.0561,115789.0,79.041,75.0565,75.0719,84.6578
36,50.8635,57.4772,63.8427,66.2931,58.1011,63.8427,63.8427,61.0966,63.8427,58.7144,66.4753,63.8709,63.8381,63.8507,63.8427,64.7792,63.8427,63.4789,63.8427,63.8498,63.7313,63.8427,63.8418,64.1547,63.8413,63.8427,63.8427,63.8417,63.8426,63.8427,63.8427,63.2585,572.261,58.9321,63.8338,63.101,63.5334,63.1156,63.8364,63.8427,63.8427,63.8427,63.8419,63.8413,63.8427,63.8427,63.8427,66.2576,63.8518,63.8427,63.8427,63.8427,63.8423,61127.1,63.4295,63.8443,63.8427,63.8392,63.9686,63.8427,63.8427,63.8427,63.8427,2916.42,63.8427,68.3323,63.8427,63.8427,66.0409,63.8427,63.8426,63.8427,63.8416,63.8427,63.8488,63.8427,63.8427,63.8422,322510.0,65.8175,63.8427,63.8535,69.9411
37,88.933,90.3396,114.571,110.378,121.652,114.571,114.571,122.193,114.571,98.514,108.823,114.6,114.566,114.579,114.571,115.583,114.571,114.046,114.571,114.568,114.42,114.571,114.503,114.908,114.57,114.571,114.571,114.57,114.571,114.571,114.571,125.581,1451.9,94.1496,114.562,113.73,114.218,113.725,114.565,114.571,114.571,114.571,114.57,114.57,114.571,114.571,114.571,117.214,114.58,114.571,114.571,114.571,114.57,61111.7,114.135,114.573,114.571,114.567,114.697,114.571,114.571,114.571,114.571,2990.65,114.571,138.619,114.571,114.571,119.489,114.571,114.571,114.571,114.57,114.571,114.577,114.571,114.571,114.57,380557.0,121.266,114.571,114.579,130.984
38,88.0701,90.4389,117.377,110.735,123.172,117.377,117.377,118.492,117.377,98.7937,109.75,117.406,117.373,117.385,117.377,118.394,117.377,116.789,117.377,117.372,117.208,117.377,117.298,117.716,117.376,117.377,117.377,117.376,117.377,117.377,117.377,122.3,1257.15,92.0972,117.369,116.501,116.998,116.514,117.371,117.377,117.377,117.377,117.377,117.376,117.377,117.377,117.377,120.069,117.386,117.377,117.377,117.377,117.377,61118.5,116.95,117.379,117.377,117.374,117.494,117.377,117.377,117.377,117.377,2987.96,117.377,141.801,117.377,117.377,122.676,117.377,117.377,117.377,117.376,117.377,117.383,117.377,117.377,117.377,621958.0,124.299,117.377,117.382,134.902
39,75.7388,82.5555,104.872,102.005,104.131,104.872,104.872,103.109,104.872,92.2403,101.612,104.899,104.868,104.879,104.872,105.857,104.872,104.302,104.872,104.868,104.703,104.872,104.805,105.2,104.871,104.872,104.872,104.871,104.872,104.872,104.872,101.266,955.497,85.012,104.864,103.974,104.48,104.007,104.866,104.872,104.872,104.872,104.872,104.871,104.872,104.872,104.872,107.516,104.881,104.872,104.872,104.872,104.872,61146.6,104.468,104.874,104.872,104.869,104.977,104.872,104.872,104.872,104.872,2963.41,104.872,120.783,104.872,104.872,109.375,104.872,104.872,104.872,104.871,104.872,104.878,104.872,104.872,104.872,133846.0,109.845,104.872,104.873,118.892
40,81.5428,87.8482,111.056,109.318,111.078,111.056,111.056,111.529,111.056,100.434,108.783,111.081,111.052,111.063,111.056,112.037,111.056,110.464,111.056,111.05,110.878,111.056,110.983,111.383,111.055,111.056,111.056,111.055,111.056,111.056,111.056,109.933,1097.57,86.4739,111.048,110.094,110.642,110.134,111.05,111.056,111.056,111.056,111.056,111.055,111.056,111.056,111.056,113.726,111.064,111.056,111.056,111.056,111.056,61121.9,110.662,111.058,111.056,111.053,111.152,111.056,111.056,111.056,111.056,2973.72,111.056,126.452,111.056,111.056,115.666,111.056,111.056,111.056,111.055,111.056,111.062,111.056,111.056,111.056,612885.0,115.869,111.056,111.053,125.242
41,80.3663,88.2765,109.187,108.32,109.015,109.187,109.187,108.857,109.187,101.449,108.093,109.211,109.183,109.194,109.187,110.164,109.187,108.599,109.187,109.181,109.005,109.187,109.121,109.513,109.186,109.187,109.187,109.186,109.187,109.187,109.187,106.879,1064.34,85.81,109.179,108.181,108.743,108.239,109.182,109.187,109.187,109.187,109.187,109.186,109.187,109.187,109.187,111.882,109.195,109.187,109.187,109.187,109.187,61161.7,108.803,109.189,109.187,109.184,109.276,109.187,109.187,109.187,109.187,2970.75,109.187,120.843,109.187,109.187,113.406,109.187,109.187,109.187,109.186,109.187,109.193,109.187,109.187,109.187,353712.0,113.0,109.187,109.182,121.789
42,77.4157,86.6995,104.191,104.5,103.152,104.191,104.191,103.199,104.191,99.8596,104.539,104.214,104.187,104.197,104.191,105.16,104.191,103.626,104.191,104.186,104.009,104.191,104.138,104.514,104.19,104.191,104.191,104.19,104.191,104.191,104.191,101.075,1020.35,83.838,104.183,103.139,103.722,103.209,104.185,104.191,104.191,104.191,104.19,104.19,104.191,104.191,104.191,106.903,104.198,104.191,104.191,104.191,104.19,61168.1,103.817,104.192,104.191,104.187,104.271,104.191,104.191,104.191,104.191,2965.43,104.191,110.975,104.191,104.191,107.79,104.191,104.191,104.191,104.19,104.191,104.196,104.191,104.191,104.19,586559.0,106.678,104.191,104.182,114.482
43,69.3773,79.3126,90.2313,92.5732,87.3415,90.2313,90.2313,87.7343,90.2313,91.1634,93.0818,90.2532,90.2274,90.2373,90.2313,91.187,90.2313,89.7344,90.2313,90.2297,90.0609,90.2313,90.2072,90.5499,90.2301,90.2313,90.2313,90.2302,90.2312,90.2313,90.2313,88.2116,864.764,77.5435,90.2232,89.141,89.7501,89.2226,90.2257,90.2313,90.2313,90.2313,90.2306,90.2302,90.2313,90.2313,90.2313,92.9399,90.2381,90.2313,90.2313,90.2313,90.231,61157.7,89.8709,90.2325,90.2313,90.2275,90.3045,90.2313,90.2313,90.2313,90.2313,2947.55,90.2313,88.5383,90.2313,90.2313,92.6151,90.2313,90.2312,90.2313,90.2304,90.2313,90.2359,90.2313,90.2313,90.231,135018.0,90.4221,90.2313,90.2201,96.1468
44,70.6966,82.6728,92.3853,94.5939,91.0658,92.3853,92.3853,92.3857,92.3853,94.3932,94.8902,92.4066,92.3815,92.3912,92.3853,93.3448,92.3853,91.9134,92.3853,92.3844,92.2172,92.3853,92.3696,92.7052,92.3841,92.3853,92.3853,92.3842,92.3853,92.3853,92.3853,92.114,974.06,77.6286,92.3772,91.2371,91.8884,91.3118,92.3798,92.3853,92.3853,92.3853,92.3847,92.3842,92.3853,92.3853,92.3853,95.1399,92.3919,92.3853,92.3853,92.3853,92.3851,61155.0,92.0308,92.3864,92.3853,92.3815,92.453,92.3853,92.3853,92.3853,92.3853,2954.35,92.3853,89.2418,92.3853,92.3853,94.4939,92.3853,92.3853,92.3853,92.3844,92.3853,92.3898,92.3853,92.3853,92.385,594947.0,91.9765,92.3853,92.3716,97.609
45,63.2901,78.0023,82.3558,85.2433,80.1755,82.3558,82.3558,80.5318,82.3558,87.3379,85.8801,82.3761,82.352,82.3614,82.3558,83.3074,82.3558,81.9451,82.3558,82.3578,82.1993,82.3558,82.3641,82.673,82.3545,82.3558,82.3558,82.3547,82.3558,82.3558,82.3558,81.0516,818.055,73.0472,82.3476,81.1705,81.8515,81.2577,82.3503,82.3558,82.3558,82.3558,82.3552,82.3545,82.3558,82.3558,82.3558,85.1232,82.3621,82.3558,82.3558,82.3558,82.3556,61155.7,82.0109,82.3566,82.3558,82.352,82.4175,82.3558,82.3558,82.3558,82.3558,2941.6,82.3558,74.1363,82.3558,82.3558,83.5564,82.3558,82.3557,82.3558,82.3549,82.3558,82.3601,82.3558,82.3558,82.3555,135522.0,80.4723,82.3558,82.3398,84.5471
46,69.7261,86.0676,92.749,93.8888,93.3736,92.749,92.749,94.376,92.749,95.2783,93.9664,92.7689,92.7453,92.7545,92.749,93.7142,92.749,92.3359,92.749,92.7503,92.5893,92.749,92.7541,93.0708,92.7477,92.749,92.749,92.7478,92.749,92.749,92.749,93.426,1038.22,76.8223,92.7407,91.5091,92.2261,91.5764,92.7436,92.749,92.749,92.749,92.7484,92.7476,92.749,92.749,92.749,95.5913,92.7551,92.749,92.749,92.749,92.7487,61132.8,92.4057,92.7496,92.749,92.7451,92.8064,92.749,92.749,92.749,92.749,2958.56,92.749,87.1428,92.749,92.749,94.26,92.749,92.7489,92.749,92.7481,92.749,92.7531,92.749,92.749,92.7487,627484.0,91.3022,92.749,92.7305,96.4893
47,79.1841,95.7729,107.337,105.429,110.784,107.337,107.337,109.839,107.337,104.764,105.011,107.357,107.333,107.342,107.337,108.318,107.337,106.893,107.337,107.337,107.167,107.337,107.332,107.664,107.336,107.337,107.337,107.336,107.337,107.337,107.337,107.977,1212.39,84.0171,107.329,106.039,106.782,106.121,107.332,107.337,107.337,107.337,107.336,107.336,107.337,107.337,107.337,110.263,107.343,107.337,107.337,107.337,107.337,61123.1,106.994,107.338,107.337,107.333,107.39,107.337,107.337,107.337,107.337,2976.34,107.337,106.922,107.337,107.337,109.524,107.337,107.337,107.337,107.336,107.337,107.341,107.337,107.337,107.337,449657.0,106.985,107.337,107.316,113.952
48,122.513,133.434,170.29,158.31,183.667,170.29,170.29,178.587,170.29,147.649,155.766,170.31,170.287,170.295,170.29,171.315,170.29,169.633,170.29,170.279,170.068,170.29,170.21,170.632,170.289,170.29,170.29,170.289,170.29,170.29,170.29,174.875,2049.45,137.352,170.282,168.898,169.661,168.989,170.285,170.29,170.29,170.29,170.29,170.289,170.29,170.29,170.29,173.383,170.296,170.29,170.29,170.29,170.29,61191.5,169.939,170.291,170.29,170.286,170.341,170.29,170.29,170.29,170.29,3054.83,170.29,199.502,170.29,170.29,176.47,170.29,170.29,170.29,170.289,170.29,170.294,170.29,170.29,170.29,628981.0,177.156,170.29,170.266,192.094
49,112.779,119.683,154.35,144.653,158.51,154.35,154.35,153.318,154.35,132.736,143.304,154.369,154.347,154.355,154.35,155.338,154.35,153.675,154.35,154.34,154.121,154.35,154.276,154.68,154.349,154.35,154.35,154.349,154.35,154.35,154.35,155.033,1583.89,123.835,154.343,152.973,153.714,153.077,154.345,154.35,154.35,154.35,154.35,154.349,154.35,154.35,154.35,157.373,154.356,154.35,154.35,154.35,154.35,61184.4,154.018,154.351,154.35,154.347,154.395,154.35,154.35,154.35,154.35,3021.79,154.35,178.168,154.35,154.35,160.106,154.35,154.35,154.35,154.349,154.35,154.354,154.35,154.35,154.35,426903.0,160.453,154.35,154.325,173.668
50,101.879,109.682,137.264,134.185,134.812,137.264,137.264,134.628,137.264,124.328,133.645,137.281,137.261,137.268,137.264,138.215,137.264,136.634,137.264,137.256,137.042,137.264,137.208,137.581,137.263,137.264,137.264,137.263,137.264,137.264,137.264,135.81,1314.16,113.55,137.257,135.895,136.63,136.016,137.259,137.264,137.264,137.264,137.263,137.263,137.264,137.264,137.264,140.211,137.269,137.264,137.264,137.264,137.264,61199.0,136.95,137.265,137.264,137.261,137.302,137.264,137.264,137.264,137.264,2996.66,137.264,151.061,137.264,137.264,141.858,137.264,137.264,137.264,137.263,137.264,137.268,137.264,137.264,137.264,612512.0,141.237,137.264,137.238,151.534
51,86.097,98.05,112.517,115.679,106.464,112.517,112.517,108.203,112.517,111.728,116.255,112.533,112.514,112.521,112.517,113.438,112.517,112.0,112.517,112.514,112.318,112.517,112.501,112.824,112.516,112.517,112.517,112.516,112.517,112.517,112.517,109.761,975.495,99.9726,112.51,111.144,111.89,111.277,112.513,112.517,112.517,112.517,112.517,112.516,112.517,112.517,112.517,115.411,112.522,112.517,112.517,112.517,112.517,61182.9,112.219,112.518,112.517,112.514,112.55,112.517,112.517,112.517,112.517,2966.27,112.517,113.245,112.517,112.517,115.011,112.517,112.517,112.517,112.516,112.517,112.52,112.517,112.517,112.517,133255.0,113.3,112.517,112.49,118.754
52,76.217,92.9931,97.6495,103.652,91.887,97.6495,97.6495,94.3722,97.6495,104.88,104.69,97.6645,97.6465,97.6535,97.6495,98.5575,97.6495,97.2261,97.6495,97.65,97.4704,97.6494,97.6618,97.9523,97.6483,97.6495,97.6495,97.6485,97.6494,97.6495,97.6495,96.216,910.603,90.2908,97.6425,96.3209,97.0335,96.4443,97.6451,97.6495,97.6495,97.6495,97.649,97.6482,97.6495,97.6495,97.6495,100.538,97.654,97.6495,97.6495,97.6495,97.6493,61175.4,97.3602,97.6497,97.6495,97.6462,97.6788,97.6495,97.6495,97.6495,97.6495,2953.77,97.6495,89.6897,97.6495,97.6495,98.7555,97.6495,97.6494,97.6495,97.6488,97.6495,97.6526,97.6495,97.6495,97.6492,321837.0,96.0985,97.6495,97.6207,99.0486
53,68.4638,89.6025,86.671,93.3578,82.0198,86.671,86.671,84.0312,86.671,98.4952,94.5834,86.6855,86.6681,86.675,86.671,87.5738,86.671,86.3389,86.671,86.6754,86.5121,86.671,86.7108,86.9721,86.6698,86.671,86.671,86.6701,86.671,86.671,86.671,85.761,813.082,82.6919,86.6641,85.3314,86.0656,85.4307,86.6667,86.671,86.671,86.671,86.6706,86.6697,86.671,86.671,86.671,89.5785,86.6754,86.671,86.671,86.671,86.6708,61166.6,86.3882,86.6711,86.671,86.6678,86.6971,86.671,86.671,86.671,86.671,2944.02,86.671,73.2437,86.671,86.671,86.5535,86.671,86.671,86.671,86.6704,86.671,86.674,86.671,86.671,86.6708,116830.0,83.485,86.671,86.6409,84.0849
54,62.2087,87.2756,78.9686,85.2793,75.4106,78.9686,78.9686,77.0325,78.9686,92.8081,86.4797,78.9826,78.9657,78.9725,78.9686,79.8693,78.9686,78.7143,78.9686,78.9761,78.8278,78.9686,79.0292,79.269,78.9673,78.9686,78.9686,78.9676,78.9686,78.9686,78.9686,78.2628,755.872,76.7108,78.9617,77.6601,78.377,77.7501,78.9644,78.9686,78.9686,78.9686,78.9681,78.9672,78.9686,78.9686,78.9686,81.9044,78.9728,78.9686,78.9686,78.9686,78.9684,61160.6,78.6909,78.9685,78.9686,78.9654,78.9916,78.9686,78.9686,78.9686,78.9686,2939.11,78.9686,62.3726,78.9686,78.9686,77.9928,78.9686,78.9685,78.9686,78.9679,78.9686,78.9715,78.9686,78.9686,78.9683,320553.0,74.733,78.9686,78.9371,73.8165
55,58.3348,86.9321,75.7493,80.968,73.4857,75.7493,75.7493,75.0706,75.7493,89.3834,81.9675,75.7629,75.7466,75.7532,75.7493,76.6518,75.7493,75.5452,75.7493,75.7586,75.6209,75.7493,75.8207,76.0503,75.748,75.7493,75.7493,75.7484,75.7493,75.7493,75.7493,75.4333,793.801,73.141,75.7425,74.4692,75.1704,74.549,75.7453,75.7493,75.7493,75.7493,75.7489,75.7479,75.7493,75.7493,75.7493,78.7257,75.7534,75.7493,75.7493,75.7493,75.7492,61158.5,75.4754,75.7492,75.7493,75.7462,75.7696,75.7493,75.7493,75.7493,75.7493,2937.09,75.7493,57.3807,75.7493,75.7493,74.4394,75.7493,75.7493,75.7493,75.7487,75.7493,75.7521,75.7493,75.7493,75.7491,116765.0,70.8396,75.7493,75.7164,69.9017
56,105.342,134.704,149.965,143.392,162.437,149.965,149.965,161.832,149.965,141.79,141.541,149.98,149.963,149.969,149.965,150.943,149.965,149.572,149.965,149.966,149.787,149.965,149.974,150.292,149.964,149.965,149.965,149.964,149.965,149.965,149.965,153.993,1947.83,129.113,149.958,148.554,149.314,148.611,149.961,149.965,149.965,149.965,149.965,149.964,149.965,149.965,149.965,153.225,149.97,149.965,149.965,149.965,149.965,61170.9,149.673,149.965,149.965,149.962,149.984,149.965,149.965,149.965,149.965,3037.1,149.965,159.936,149.965,149.965,152.818,149.965,149.965,149.965,149.965,149.965,149.968,149.965,149.965,149.965,593216.0,151.846,149.965,149.928,160.205
57,84.1691,107.82,114.981,110.102,117.053,114.981,114.981,112.164,114.981,109.269,109.989,114.995,114.979,114.985,114.981,115.919,114.981,114.641,114.981,114.986,114.817,114.981,115.017,115.294,114.98,114.981,114.981,114.98,114.981,114.981,114.981,115.341,1151.76,105.333,114.975,113.603,114.359,113.677,114.977,114.981,114.981,114.981,114.981,114.98,114.981,114.981,114.981,118.148,114.985,114.981,114.981,114.981,114.981,61160.1,114.705,114.981,114.981,114.978,114.997,114.981,114.981,114.981,114.981,2980.51,114.981,113.98,114.981,114.981,116.309,114.981,114.981,114.981,114.981,114.981,114.984,114.981,114.981,114.981,138798.0,114.438,114.981,114.944,119.173
58,73.9962,97.2349,99.1727,99.268,95.6659,99.1727,99.1727,96.1884,99.1727,99.0921,99.3842,99.185,99.1702,99.1762,99.1727,100.072,99.1727,98.895,99.1727,99.1791,99.0257,99.1727,99.2206,99.4728,99.1714,99.1727,99.1727,99.1719,99.1727,99.1727,99.1727,98.2053,936.489,93.2215,99.1664,97.8448,98.592,97.9004,99.1691,99.1727,99.1727,99.1727,99.1723,99.1713,99.1727,99.1727,99.1727,102.248,99.1764,99.1727,99.1727,99.1727,99.1726,61176.3,98.9123,99.1725,99.1727,99.1699,99.185,99.1727,99.1727,99.1727,99.1727,2957.89,99.1727,92.017,99.1727,99.1727,99.6166,99.1727,99.1727,99.1727,99.1722,99.1727,99.1752,99.1727,99.1727,99.1725,316356.0,97.1832,99.1727,99.1358,99.9319
59,66.7952,92.4846,87.8735,91.1893,83.3995,87.8735,87.8735,85.2208,87.8735,93.4401,91.7428,87.8851,87.8712,87.8768,87.8735,88.7515,87.8735,87.6633,87.8735,87.8822,87.7443,87.8735,87.9368,88.1664,87.8723,87.8735,87.8735,87.8727,87.8735,87.8735,87.8735,86.5648,803.196,84.2711,87.8675,86.5642,87.3209,86.5941,87.87,87.8735,87.8735,87.8735,87.8731,87.8722,87.8735,87.8735,87.8735,90.9128,87.877,87.8735,87.8735,87.8735,87.8734,61169.3,87.6233,87.8732,87.8735,87.8708,87.8832,87.8735,87.8735,87.8735,87.8735,2945.4,87.8735,76.0441,87.8735,87.8735,87.3921,87.8735,87.8735,87.8735,87.873,87.8735,87.8759,87.8735,87.8735,87.8733,122287.0,84.6518,87.8735,87.8363,85.3062
60,60.8345,88.9505,78.947,83.5796,75.0282,78.947,78.947,76.7341,78.947,88.167,84.3967,78.9581,78.9447,78.9502,78.947,79.8148,78.947,78.7991,78.947,78.9578,78.8344,78.947,79.0237,79.2365,78.9457,78.947,78.947,78.9462,78.947,78.947,78.947,78.0254,733.928,76.9489,78.9411,77.6879,78.4158,77.7187,78.9437,78.947,78.947,78.947,78.9467,78.9457,78.947,78.947,78.947,81.9873,78.9503,78.947,78.947,78.947,78.9469,61162.8,78.7033,78.9467,78.947,78.9445,78.9544,78.947,78.947,78.947,78.947,2938.91,78.947,63.9948,78.947,78.947,77.7096,78.947,78.947,78.947,78.9465,78.947,78.9493,78.947,78.947,78.9468,315099.0,74.8338,78.947,78.9091,73.8472
61,56.021,86.1408,72.4074,77.2259,69.2991,72.4074,72.4074,70.7459,72.4074,83.4276,78.1111,72.4181,72.4053,72.4106,72.4074,73.2701,72.4074,72.3134,72.4074,72.4199,72.3096,72.4074,72.4946,72.6952,72.4062,72.4074,72.4074,72.4067,72.4074,72.4074,72.4074,71.6808,688.295,71.2074,72.4017,71.1983,71.8952,71.23,72.4042,72.4074,72.4074,72.4074,72.4071,72.4061,72.4074,72.4074,72.4074,75.4655,72.4106,72.4074,72.4074,72.4074,72.4073,61157.2,72.1687,72.4071,72.4074,72.405,72.4128,72.4074,72.4074,72.4074,72.4074,2932.95,72.4074,55.5932,72.4074,72.4074,70.6218,72.4074,72.4074,72.4074,72.407,72.4074,72.4096,72.4074,72.4074,72.4072,122216.0,67.7103,72.4074,72.3686,65.6138
62,52.0682,83.5802,67.316,71.8096,64.8742,67.316,67.316,66.0833,67.316,78.9427,72.668,67.3263,67.3139,67.319,67.316,68.1751,67.316,67.2671,67.316,67.3298,67.2313,67.316,67.4107,67.6026,67.3147,67.316,67.316,67.3152,67.316,67.316,67.316,66.7209,653.696,66.5385,67.3104,66.1567,66.8223,66.1888,67.3128,67.316,67.316,67.316,67.3156,67.3146,67.316,67.316,67.316,70.3968,67.319,67.316,67.316,67.316,67.3158,61152.3,67.0815,67.3155,67.316,67.3136,67.3195,67.316,67.316,67.316,67.316,2929.9,67.316,49.4951,67.316,67.316,65.1492,67.316,67.3159,67.316,67.3155,67.316,67.318,67.316,67.316,67.3158,315092.0,62.261,67.316,67.2763,59.4584
63,77.911,109.493,107.718,105.632,114.136,107.718,107.718,115.589,107.718,107.374,104.826,107.729,107.716,107.721,107.718,108.626,107.718,107.584,107.718,107.729,107.611,107.718,107.785,108.021,107.717,107.718,107.718,107.717,107.718,107.718,107.718,111.56,1374.24,90.0851,107.712,106.539,107.192,106.565,107.715,107.718,107.718,107.718,107.718,107.717,107.718,107.718,107.718,111.007,107.721,107.718,107.718,107.718,107.718,61112.9,107.474,107.718,107.718,107.716,107.72,107.718,107.718,107.718,107.718,2985.43,107.718,104.229,107.718,107.718,107.794,107.718,107.718,107.718,107.718,107.718,107.72,107.718,107.718,107.718,377106.0,106.068,107.718,107.675,108.542
64,82.3683,110.115,114.73,108.946,120.946,114.73,114.73,117.213,114.73,107.342,108.119,114.741,114.728,114.733,114.73,115.639,114.73,114.55,114.73,114.74,114.613,114.73,114.788,115.034,114.729,114.73,114.73,114.73,114.73,114.73,114.73,117.977,1316.55,92.7401,114.725,113.532,114.193,113.57,114.727,114.73,114.73,114.73,114.73,114.729,114.73,114.73,114.73,118.061,114.733,114.73,114.73,114.73,114.73,61154.2,114.489,114.73,114.73,114.728,114.73,114.73,114.73,114.73,114.73,2989.89,114.73,115.31,114.73,114.73,115.658,114.73,114.73,114.73,114.73,114.73,114.732,114.73,114.73,114.73,602399.0,114.079,114.73,114.686,118.853
65,75.8596,102.335,106.289,102.446,107.223,106.289,106.289,105.412,106.289,99.7783,101.979,106.298,106.287,106.292,106.289,107.167,106.289,106.105,106.289,106.298,106.174,106.289,106.345,106.582,106.288,106.289,106.289,106.288,106.289,106.289,106.289,106.583,1097.06,88.9952,106.284,105.084,105.759,105.132,106.286,106.289,106.289,106.289,106.288,106.287,106.289,106.289,106.289,109.548,106.292,106.289,106.289,106.289,106.289,61178.8,106.059,106.288,106.289,106.287,106.287,106.289,106.289,106.289,106.289,2971.41,106.289,104.379,106.289,106.289,107.176,106.289,106.289,106.289,106.288,106.289,106.291,106.289,106.289,106.289,136952.0,105.176,106.289,106.245,109.935
