,elvstd,chanlength,chan,chanbw,changrad,avgdis,lat,gradient,chanflpn,chanman,chanbnkf,soildepth1_o,cropcoef_i,soildepth1_f,soildepth2_i,soildepth3_o,cropgrpn_f,mannings_o,soildepth3_i,soildepth2_f,mannings_f,cropgrpn_i,soildepth2_o,soildepth3_f,cropcoef_f,soildepth1_i,mannings_i,cropcoef_o,cropgrpn_o,n sei,es,ta,pr,e0,et,laif,laio,laii,genua2_o,thetar1_f,thetas3_o,thetar3_o,genua1_o,genua2_f,thetas3_f,thetar3_f,thetar1_o,thetas3,ksat2_o,lambda2,ksat3_f,thetas1,genua1_f,thetar2,genua3,lambda2_f,ksat2,lambda2_o,ksat3,ksat3_o,ksat1_o,thetas2,lambda3_o,thetar1,ksat1,thetas2_o,genua3_f,genua2,thetas1_f,lambda1,ksat1_f,thetar2_f,lambda1_o,thetar2_o,ksat2_f,genua1,lambda3_f,lambda1_f,thetar3,thetas2_f,genua3_o,lambda3,thetas1_o
2015,11.5282,24.6159,18.4678,19.8586,17.7619,18.4678,18.4678,18.2592,18.4678,22.4642,20.1257,18.4678,18.4678,18.4678,18.4678,18.4963,18.4678,18.5363,18.4678,18.4678,18.4982,18.4678,18.4678,18.4773,18.4678,18.4678,18.4678,18.4678,18.4678,18.4678,18.4678,18.0582,180.821,18.3923,18.4678,18.0502,18.3653,17.9919,18.4678,18.4678,18.4678,18.4678,18.4678,18.4678,18.4678,18.4678,18.4678,21.3306,18.4678,18.4678,18.4678,18.4678,18.4678,61087.9,18.467,18.4678,18.4678,18.4678,18.467,18.4678,18.4678,18.4678,18.4678,2883.98,18.4678,14.8712,18.4678,18.4678,16.7262,18.4678,18.4678,18.4678,18.4678,18.4678,18.4678,18.4678,18.4678,18.4678,180258.0,17.1511,18.4678,18.465,13.3343
2016,10.8818,24.0969,17.6428,18.948,16.9845,17.6428,17.6428,17.4558,17.6428,21.5923,19.1995,17.6428,17.6428,17.6428,17.6428,17.6714,17.6428,17.717,17.6428,17.6428,17.6747,17.6428,17.6428,17.6523,17.6428,17.6428,17.6428,17.6428,17.6428,17.6428,17.6428,17.1183,173.637,17.5856,17.6428,17.24,17.5444,17.184,17.6428,17.6428,17.6428,17.6428,17.6428,17.6428,17.6428,17.6428,17.6428,20.507,17.6428,17.6428,17.6428,17.6428,17.6428,61075.6,17.642,17.6428,17.6428,17.6428,17.642,17.6428,17.6428,17.6428,17.6428,2884.22,17.6428,14.1281,17.6428,17.6428,15.905,17.6428,17.6428,17.6428,17.6428,17.6428,17.6428,17.6428,17.6428,17.6428,721800.0,16.3506,17.6428,17.6401,12.4165
2017,10.2672,23.4694,16.7436,17.9722,16.1185,16.7436,16.7436,16.5773,16.7436,20.6283,18.2141,16.7436,16.7436,16.7436,16.7436,16.7721,16.7436,16.823,16.7436,16.7436,16.7769,16.7436,16.7436,16.7531,16.7436,16.7436,16.7436,16.7436,16.7436,16.7436,16.7436,16.2237,165.601,16.6981,16.7436,16.3563,16.6491,16.3028,16.7436,16.7436,16.7436,16.7436,16.7436,16.7436,16.7436,16.7436,16.7436,19.6082,16.7436,16.7436,16.7436,16.7436,16.7436,61073.1,16.7428,16.7436,16.7436,16.7436,16.7428,16.7436,16.7436,16.7436,16.7436,2882.48,16.7436,13.3878,16.7436,16.7436,15.0606,16.7436,16.7436,16.7436,16.7436,16.7436,16.7436,16.7436,16.7436,16.7436,687151.0,15.5024,16.7436,16.7409,11.5671
2018,9.67754,22.8086,15.8715,17.0354,15.2677,15.8715,15.8715,15.7232,15.8715,19.6724,17.2659,15.8715,15.8715,15.8715,15.8715,15.9,15.8715,15.9551,15.8715,15.8715,15.9059,15.8715,15.8715,15.881,15.8715,15.8715,15.8715,15.8715,15.8715,15.8715,15.8715,15.3787,157.851,15.8338,15.8715,15.5,15.7809,15.4493,15.8715,15.8715,15.8715,15.8715,15.8715,15.8715,15.8715,15.8715,15.8715,18.7357,15.8715,15.8715,15.8715,15.8715,15.8715,61072.0,15.8707,15.8715,15.8715,15.8715,15.8707,15.8715,15.8715,15.8715,15.8715,2882.56,15.8715,12.7035,15.8715,15.8715,14.2725,15.8715,15.8715,15.8715,15.8715,15.8715,15.8715,15.8715,15.8715,15.8715,748077.0,14.692,15.8715,15.8687,10.8257
2019,9.12902,22.1532,15.0513,16.1613,14.4634,15.0513,15.0513,14.9178,15.0513,18.7606,16.3811,15.0513,15.0513,15.0513,15.0513,15.0799,15.0513,15.1387,15.0513,15.0513,15.0869,15.0513,15.0513,15.0608,15.0513,15.0513,15.0513,15.0513,15.0513,15.0513,15.0513,14.5833,150.664,15.0191,15.0513,14.6954,14.9647,14.6471,15.0513,15.0513,15.0513,15.0513,15.0513,15.0513,15.0513,15.0513,15.0513,17.9145,15.0513,15.0513,15.0513,15.0513,15.0513,61072.5,15.0506,15.0513,15.0513,15.0513,15.0506,15.0513,15.0513,15.0513,15.0513,2880.74,15.0513,12.0794,15.0513,15.0513,13.5499,15.0513,15.0513,15.0513,15.0513,15.0513,15.0513,15.0513,15.0513,15.0513,689861.0,13.9362,15.0513,15.0486,10.1966
2020,8.60173,21.4998,14.265,15.3297,13.6908,14.265,14.265,14.1438,14.265,17.8821,15.5409,14.265,14.265,14.265,14.265,14.2935,14.265,14.3553,14.265,14.265,14.3014,14.265,14.265,14.2745,14.265,14.265,14.265,14.265,14.265,14.265,14.265,13.8019,143.949,14.2366,14.265,13.9246,14.1821,13.879,14.265,14.265,14.265,14.265,14.265,14.265,14.265,14.265,14.265,17.1266,14.265,14.265,14.265,14.265,14.265,61072.2,14.2642,14.265,14.265,14.265,14.2642,14.265,14.265,14.265,14.265,2880.94,14.265,11.4975,14.265,14.265,12.8713,14.265,14.265,14.265,14.265,14.265,14.265,14.265,14.265,14.265,755986.0,13.2174,14.265,14.2623,9.68115
2021,8.08989,20.8666,13.529,14.5565,12.9659,13.529,13.529,13.4182,13.529,17.0557,14.7599,13.529,13.529,13.529,13.529,13.5574,13.529,13.6216,13.529,13.529,13.5662,13.529,13.529,13.5384,13.529,13.529,13.529,13.529,13.529,13.529,13.529,13.0516,137.969,13.5033,13.529,13.2037,13.4497,13.1605,13.529,13.529,13.529,13.529,13.529,13.529,13.529,13.529,13.529,16.3886,13.529,13.529,13.529,13.529,13.529,61071.7,13.5282,13.529,13.529,13.529,13.5282,13.529,13.529,13.529,13.529,2879.33,13.529,10.9674,13.529,13.529,12.2458,13.529,13.529,13.529,13.529,13.529,13.529,13.529,13.529,13.529,705591.0,12.5515,13.529,13.5262,9.25672
2022,7.60174,20.2618,12.8452,13.8403,12.2958,12.8452,12.8452,12.7508,12.8452,16.2847,14.0373,12.8452,12.8452,12.8452,12.8452,12.8736,12.8452,12.9395,12.8452,12.8452,12.883,12.8452,12.8452,12.8547,12.8452,12.8452,12.8452,12.8452,12.8452,12.8452,12.8452,12.3346,132.933,12.809,12.8452,12.5347,12.7696,12.4953,12.8452,12.8452,12.8452,12.8452,12.8452,12.8452,12.8452,12.8452,12.8452,15.703,12.8452,12.8452,12.8452,12.8452,12.8452,61071.4,12.8445,12.8452,12.8452,12.8452,12.8445,12.8452,12.8452,12.8452,12.8452,2879.62,12.8452,10.4929,12.8452,12.8452,11.6782,12.8452,12.8452,12.8452,12.8452,12.8452,12.8452,12.8452,12.8452,12.8452,760229.0,11.9376,12.8452,12.8425,8.91813
2023,7.18187,19.714,12.2485,13.2131,11.7164,12.2485,12.2485,12.1748,12.2485,15.5991,13.403,12.2485,12.2485,12.2485,12.2485,12.2769,12.2485,12.3439,12.2485,12.2485,12.2868,12.2485,12.2485,12.258,12.2485,12.2485,12.2485,12.2485,12.2485,12.2485,12.2485,11.6498,128.382,12.1726,12.2485,11.9525,12.1762,11.9177,12.2485,12.2485,12.2485,12.2485,12.2485,12.2485,12.2485,12.2485,12.2485,15.1047,12.2485,12.2485,12.2485,12.2485,12.2485,61071.1,12.2477,12.2485,12.2485,12.2485,12.2477,12.2485,12.2485,12.2485,12.2485,2878.03,12.2485,10.0997,12.2485,12.2485,11.1935,12.2485,12.2485,12.2485,12.2485,12.2485,12.2485,12.2485,12.2485,12.2485,705752.0,11.4066,12.2485,12.2458,8.66736
2024,6.93032,19.1857,11.6916,12.6271,11.176,11.6916,11.6916,11.6241,11.6916,14.9549,12.8108,11.6916,11.6916,11.6916,11.6916,11.7199,11.6916,11.7878,11.6916,11.6916,11.7303,11.6916,11.6916,11.701,11.6916,11.6916,11.6916,11.6916,11.6916,11.6916,11.6916,10.995,124.524,11.5795,11.6916,11.411,11.6226,11.3784,11.6916,11.6916,11.6916,11.6916,11.6916,11.6916,11.6916,11.6916,11.6916,14.5463,11.6916,11.6916,11.6916,11.6916,11.6916,61070.8,11.6908,11.6916,11.6916,11.6916,11.6908,11.6916,11.6916,11.6916,11.6916,2878.46,11.6916,9.74003,11.6916,11.6916,10.7448,11.6916,11.6916,11.6916,11.6916,11.6916,11.6916,11.6916,11.6916,11.6916,760235.0,10.9146,11.6916,11.6889,8.45884
2025,6.73963,18.6208,11.1164,12.0235,10.6164,11.1164,11.1164,11.037,11.1164,14.2937,12.2016,11.1164,11.1164,11.1164,11.1164,11.1447,11.1164,11.2134,11.1164,11.1164,11.1554,11.1164,11.1164,11.1258,11.1164,11.1164,11.1164,11.1164,11.1164,11.1164,11.1164,10.3846,119.616,11.0232,11.1164,10.8512,11.0504,10.8188,11.1164,11.1164,11.1164,11.1164,11.1164,11.1164,11.1164,11.1164,11.1164,13.9697,11.1164,11.1164,11.1164,11.1164,11.1164,61070.5,11.1156,11.1164,11.1164,11.1164,11.1156,11.1164,11.1164,11.1164,11.1164,2877.02,11.1164,9.35521,11.1164,11.1164,10.2694,11.1164,11.1164,11.1164,11.1164,11.1164,11.1164,11.1164,11.1164,11.1164,705753.0,10.4048,11.1164,11.1137,8.2111
2026,6.58568,18.0685,10.5675,11.4483,10.0794,10.5675,10.5675,10.4945,10.5675,13.6626,11.622,10.5675,10.5675,10.5675,10.5675,10.5957,10.5675,10.665,10.5675,10.5675,10.6068,10.5675,10.5675,10.5769,10.5675,10.5675,10.5675,10.5675,10.5675,10.5675,10.5675,9.79402,115.172,10.4694,10.5675,10.3192,10.5045,10.2868,10.5675,10.5675,10.5675,10.5675,10.5675,10.5675,10.5675,10.5675,10.5675,13.419,10.5675,10.5675,10.5675,10.5675,10.5675,61070.2,10.5667,10.5675,10.5675,10.5675,10.5667,10.5675,10.5675,10.5675,10.5675,2877.43,10.5675,9.00969,10.5675,10.5675,9.82577,10.5675,10.5675,10.5675,10.5675,10.5675,10.5675,10.5675,10.5675,10.5675,760235.0,9.9281,10.5675,10.5648,8.01143
2027,6.46407,17.4939,10.0169,10.8734,9.53972,10.0169,10.0169,9.9421,10.0169,13.03,11.0415,10.0169,10.0169,10.0169,10.0169,10.0451,10.0169,10.1147,10.0169,10.0169,10.0565,10.0169,10.0169,10.0263,10.0169,10.0169,10.0169,10.0169,10.0169,10.0169,10.0169,9.23615,110.89,9.95079,10.0169,9.78407,9.95667,9.75152,10.0169,10.0169,10.0169,10.0169,10.0169,10.0169,10.0169,10.0169,10.0169,12.8665,10.0169,10.0169,10.0169,10.0169,10.0169,61069.4,10.0161,10.0169,10.0169,10.0169,10.0161,10.0169,10.0169,10.0169,10.0169,2875.86,10.0169,8.6571,10.0169,10.0169,9.37101,10.0169,10.0169,10.0169,10.0169,10.0169,10.0169,10.0169,10.0169,10.0169,706606.0,9.45015,10.0169,10.0142,7.79112
2028,6.37036,16.9474,9.5064,10.3409,9.03891,9.5064,9.5064,9.43223,9.5064,12.4418,10.5039,9.5064,9.5064,9.5064,9.5064,9.53416,9.5064,9.60484,9.5064,9.5064,9.54628,9.5064,9.5064,9.51559,9.5064,9.5064,9.5064,9.5064,9.5064,9.5064,9.5064,8.69609,105.887,9.46035,9.5064,9.28943,9.44886,9.2541,9.5064,9.5064,9.5064,9.5064,9.5064,9.5064,9.5064,9.5064,9.5064,12.3523,9.5064,9.5064,9.5064,9.5064,9.5064,61069.2,9.50565,9.5064,9.5064,9.5064,9.50566,9.5064,9.5064,9.5064,9.5064,2876.34,9.5064,8.33677,9.5064,9.5064,8.95145,9.5064,9.5064,9.5064,9.5064,9.5064,9.5064,9.5064,9.5064,9.5064,764071.0,9.01079,9.5064,9.50378,7.55682
2029,6.29946,16.3888,8.98584,9.79994,8.52663,8.98584,8.98584,8.91471,8.98584,11.8504,9.96037,8.98584,8.98584,8.98584,8.98584,9.01269,8.98584,9.08484,8.98584,8.98584,9.026,8.98584,8.98584,8.99477,8.98584,8.98584,8.98584,8.98584,8.98584,8.98584,8.98584,8.1829,100.708,8.95074,8.98584,8.78487,8.93164,8.75091,8.98584,8.98584,8.98584,8.98584,8.98584,8.98584,8.98584,8.98584,8.98584,11.8139,8.98584,8.98584,8.98584,8.98584,8.98584,61069.0,8.98511,8.98584,8.98584,8.98584,8.98512,8.98584,8.98584,8.98584,8.98584,2874.92,8.98584,8.02137,8.98584,8.98584,8.5291,8.98584,8.98584,8.98584,8.98584,8.98584,8.98584,8.98584,8.98584,8.98584,706872.0,8.57228,8.98584,8.98328,7.33901
2030,6.2467,15.8341,8.48112,9.2765,8.02956,8.48112,8.48112,8.41384,8.48112,11.277,9.43368,8.48112,8.48112,8.48112,8.48112,8.50789,8.48112,8.58008,8.48112,8.48112,8.52142,8.48112,8.48112,8.48999,8.48112,8.48112,8.48112,8.48112,8.48112,8.48112,8.48112,7.69103,97.6921,8.45288,8.48112,8.29751,8.42938,8.27329,8.48112,8.48112,8.48112,8.48112,8.48112,8.48112,8.48112,8.48112,8.48112,11.2876,8.48112,8.48112,8.48112,8.48112,8.48112,61068.7,8.4804,8.48112,8.48112,8.48112,8.48041,8.48112,8.48112,8.48112,8.48112,2875.34,8.48112,7.72513,8.48112,8.48112,8.12323,8.48112,8.48112,8.48112,8.48112,8.48112,8.48112,8.48112,8.48112,8.48112,764085.0,8.15318,8.48112,8.47857,7.15747
2031,6.20765,15.3206,8.0408,8.81681,7.60201,8.0408,8.0408,7.97686,8.0408,10.7632,8.96792,8.0408,8.0408,8.0408,8.0408,8.06748,8.0408,8.13977,8.0408,8.0408,8.08123,8.0408,8.0408,8.0496,8.0408,8.0408,8.0408,8.0408,8.0408,8.0408,8.0408,7.25722,94.2334,8.01728,8.0408,7.87744,7.99134,7.86387,8.0408,8.0408,8.0408,8.0408,8.0408,8.0408,8.0408,8.0408,8.0408,10.8318,8.0408,8.0408,8.0408,8.0408,8.0408,61068.5,8.04008,8.0408,8.0408,8.0408,8.04009,8.0408,8.0408,8.0408,8.0408,2873.89,8.0408,7.47328,8.0408,8.0408,7.76841,8.0408,8.0408,8.0408,8.0408,8.0408,8.0408,8.0408,8.0408,8.0408,706872.0,7.78729,8.0408,8.03827,6.98596
2032,6.17857,14.8175,7.61345,8.36761,7.19208,7.61345,7.61345,7.55256,7.61345,10.2649,8.51533,7.61345,7.61345,7.61345,7.61345,7.63893,7.61345,7.71235,7.61345,7.61345,7.654,7.61345,7.61346,7.6213,7.61345,7.61345,7.61345,7.61345,7.61345,7.61345,7.61345,6.93827,90.1748,7.59511,7.61345,7.47949,7.56947,7.47025,7.61345,7.61345,7.61345,7.61345,7.61345,7.61345,7.61345,7.61345,7.61345,10.3784,7.61345,7.61345,7.61345,7.61345,7.61345,61068.2,7.61277,7.61345,7.61345,7.61345,7.61279,7.61345,7.61345,7.61345,7.61345,2874.43,7.61345,7.23575,7.61345,7.61345,7.42495,7.61345,7.61345,7.61345,7.61345,7.61345,7.61345,7.61345,7.61345,7.61345,764085.0,7.43466,7.61345,7.61108,6.83049
2033,6.15694,14.3397,7.24678,7.96727,6.86574,7.24678,7.24678,7.18875,7.24678,9.8065,8.10818,7.24678,7.24678,7.24678,7.24678,7.26808,7.24678,7.34552,7.24678,7.24678,7.28743,7.24678,7.24678,7.2535,7.24678,7.24678,7.24678,7.24678,7.24678,7.24678,7.24678,6.73892,87.1461,7.23222,7.24678,7.13996,7.21037,7.13552,7.24678,7.24678,7.24678,7.24678,7.24678,7.24678,7.24678,7.24678,7.24678,9.94149,7.24678,7.24678,7.24678,7.24678,7.24678,61068.0,7.24622,7.24678,7.24678,7.24678,7.24623,7.24678,7.24678,7.24678,7.24678,2873.12,7.24678,7.03307,7.24678,7.24678,7.12679,7.24678,7.24678,7.24678,7.24678,7.24678,7.24678,7.24678,7.24678,7.24678,714841.0,7.13196,7.24678,7.24483,6.70644
2034,6.1406,13.9086,6.96518,7.63979,6.63915,6.96518,6.96518,6.90971,6.96518,9.4106,7.77064,6.96518,6.96518,6.96518,6.96518,6.98295,6.96518,7.06381,6.96518,6.96518,7.00598,6.96518,6.96518,6.97078,6.96518,6.96518,6.96518,6.96518,6.96518,6.96518,6.96518,6.58303,83.9094,6.95314,6.96518,6.87983,6.93647,6.88395,6.96518,6.96518,6.96518,6.96518,6.96518,6.96518,6.96518,6.96518,6.96518,9.54044,6.96518,6.96518,6.96518,6.96518,6.96518,61067.8,6.96471,6.96518,6.96518,6.96518,6.96472,6.96518,6.96518,6.96518,6.96518,2873.68,6.96518,6.87299,6.96518,6.96518,6.89637,6.96518,6.96518,6.96518,6.96518,6.96518,6.96518,6.96518,6.96518,6.96518,766028.0,6.8995,6.96518,6.96354,6.60971
2035,6.12813,13.5069,6.73432,7.35434,6.46516,6.73432,6.73432,6.68146,6.73432,9.05225,7.47545,6.73432,6.73432,6.73432,6.73432,6.74962,6.73432,6.83279,6.73432,6.73432,6.77526,6.73432,6.73432,6.73889,6.73432,6.73432,6.73432,6.73432,6.73432,6.73432,6.73432,6.46319,81.4253,6.7243,6.73432,6.67422,6.71239,6.6793,6.73432,6.73432,6.73432,6.73432,6.73432,6.73432,6.73432,6.73432,6.73432,9.15996,6.73432,6.73432,6.73432,6.73432,6.73432,61067.6,6.73392,6.73432,6.73432,6.73432,6.73393,6.73432,6.73432,6.73432,6.73432,2872.28,6.73432,6.73984,6.73432,6.73432,6.70654,6.73432,6.73432,6.73432,6.73432,6.73432,6.73432,6.73432,6.73432,6.73432,714868.0,6.70885,6.73432,6.73293,6.53368
2036,6.11906,13.1672,6.59802,7.15891,6.38244,6.59802,6.59802,6.56477,6.59802,8.77246,7.26632,6.59802,6.59802,6.59802,6.59802,6.608,6.59802,6.69578,6.59802,6.59802,6.63896,6.59802,6.59802,6.60122,6.59802,6.59802,6.59802,6.59802,6.59802,6.59802,6.59802,6.37401,84.8241,6.56714,6.59802,6.55294,6.58211,6.55339,6.59802,6.59802,6.59802,6.59802,6.59802,6.59802,6.59802,6.59802,6.59802,8.8308,6.59802,6.59802,6.59802,6.59802,6.59802,61067.5,6.59776,6.59802,6.59802,6.59802,6.59776,6.59802,6.59802,6.59802,6.59802,2872.95,6.59802,6.662,6.59802,6.59802,6.59866,6.59802,6.59802,6.59802,6.59802,6.59802,6.59802,6.59802,6.59802,6.59802,766028.0,6.59893,6.59802,6.59711,6.53541
2037,9.10439,15.116,9.84581,10.0586,10.404,9.84581,9.84581,11.2033,9.84581,11.1815,9.96372,9.84581,9.84581,9.84581,9.84581,9.8546,9.84581,9.94141,9.84581,9.84581,9.88719,9.84581,9.84581,9.84864,9.84581,9.84581,9.84581,9.84581,9.84581,9.84581,9.84581,12.1458,179.848,7.68111,9.84581,9.80536,9.83356,9.80802,9.84581,9.84581,9.84581,9.84581,9.84581,9.84581,9.84581,9.84581,9.84581,11.9876,9.84581,9.84581,9.84581,9.84581,9.84581,61072.7,9.84558,9.84581,9.84581,9.84581,9.84559,9.84581,9.84581,9.84581,9.84581,2878.01,9.84581,10.161,9.84581,9.84581,10.0947,9.84581,9.84581,9.84581,9.84581,9.84581,9.84581,9.84581,9.84581,9.84581,714875.0,9.88655,9.84581,9.84501,10.8567
2038,8.60055,14.639,9.47747,9.32044,10.3192,9.47747,9.47747,9.69677,9.47747,10.4802,9.35358,9.47747,9.47747,9.47747,9.47747,9.4857,9.47747,9.57346,9.47747,9.47747,9.51946,9.47747,9.47747,9.48012,9.47747,9.47747,9.47747,9.47747,9.47747,9.47747,9.47747,10.6937,136.781,7.99709,9.47747,9.41133,9.46672,9.40696,9.47747,9.47747,9.47747,9.47747,9.47747,9.47747,9.47747,9.47747,9.47747,11.5745,9.47747,9.47747,9.47747,9.47747,9.47747,61072.6,9.47725,9.47747,9.47747,9.47747,9.47725,9.47747,9.47747,9.47747,9.47747,2877.96,9.47747,9.58048,9.47747,9.47747,9.62239,9.47747,9.47747,9.47747,9.47747,9.47747,9.47747,9.47747,9.47747,9.47747,766032.0,9.43506,9.47747,9.47671,10.2712
2039,8.06725,13.7534,9.05165,8.70407,9.69789,9.05165,9.05165,9.06289,9.05165,9.64539,8.71444,9.05165,9.05165,9.05165,9.05165,9.05954,9.05165,9.14655,9.05165,9.05165,9.09349,9.05165,9.05165,9.05422,9.05165,9.05165,9.05165,9.05165,9.05165,9.05165,9.05165,9.80072,113.604,7.88479,9.05165,8.98605,9.04112,8.97999,9.05165,9.05165,9.05165,9.05165,9.05165,9.05165,9.05165,9.05165,9.05165,11.0963,9.05165,9.05165,9.05165,9.05165,9.05165,61071.2,9.05145,9.05165,9.05165,9.05165,9.05145,9.05165,9.05165,9.05165,9.05165,2875.26,9.05165,9.15891,9.05165,9.05165,9.1782,9.05165,9.05165,9.05165,9.05165,9.05165,9.05165,9.05165,9.05165,9.05165,714869.0,9.0021,9.05165,9.05093,9.7672
2040,7.68382,13.0163,8.68453,8.33365,8.95298,8.68453,8.68453,8.62058,8.68453,9.0708,8.32151,8.68453,8.68453,8.68453,8.68453,8.6923,8.68453,8.77656,8.68453,8.68453,8.72546,8.68453,8.68453,8.68708,8.68453,8.68453,8.68453,8.68453,8.68453,8.68453,8.68453,9.25815,99.045,7.70763,8.68453,8.62044,8.67365,8.61326,8.68453,8.68453,8.68453,8.68453,8.68453,8.68453,8.68453,8.68453,8.68453,10.6771,8.68453,8.68453,8.68453,8.68453,8.68453,61074.3,8.68432,8.68453,8.68453,8.68453,8.68432,8.68453,8.68453,8.68453,8.68453,2875.05,8.68453,8.82819,8.68453,8.68453,8.82925,8.68453,8.68453,8.68453,8.68453,8.68453,8.68453,8.68453,8.68453,8.68453,351265.0,8.64311,8.68453,8.6838,9.40187
2041,7.33624,12.4652,8.31667,8.08219,8.25478,8.31667,8.31667,8.19726,8.31667,8.68903,8.06883,8.31667,8.31667,8.31667,8.31667,8.32437,8.31667,8.40553,8.31667,8.31667,8.35649,8.31667,8.31667,8.31922,8.31667,8.31667,8.31667,8.31667,8.31667,8.31667,8.31667,8.72703,88.8808,7.51589,8.31667,8.26298,8.30558,8.25628,8.31667,8.31667,8.31667,8.31667,8.31667,8.31667,8.31667,8.31667,8.31667,10.2699,8.31667,8.31667,8.31667,8.31667,8.31667,61074.1,8.31647,8.31667,8.31667,8.31667,8.31647,8.31667,8.31667,8.31667,8.31667,2873.4,8.31667,8.50325,8.31667,8.31667,8.47707,8.31667,8.31667,8.31667,8.31667,8.31667,8.31667,8.31667,8.31667,8.31667,285211.0,8.29072,8.31667,8.31595,9.06055
2042,7.13442,12.0376,7.9337,7.86516,7.65242,7.9337,7.9337,7.77769,7.9337,8.41175,7.86556,7.9337,7.9337,7.9337,7.9337,7.94063,7.9337,8.02012,7.9337,7.9337,7.97259,7.9337,7.9337,7.93594,7.9337,7.9337,7.9337,7.9337,7.9337,7.9337,7.9337,8.16085,81.8058,7.29865,7.9337,7.88603,7.92238,7.88034,7.9337,7.9337,7.9337,7.9337,7.9337,7.9337,7.9337,7.9337,7.9337,9.8385,7.9337,7.9337,7.9337,7.9337,7.9337,61073.0,7.93351,7.9337,7.9337,7.9337,7.93351,7.9337,7.9337,7.9337,7.9337,2873.77,7.9337,8.15873,7.9337,7.9337,8.10521,7.9337,7.9337,7.9337,7.9337,7.9337,7.9337,7.9337,7.9337,7.9337,331998.0,7.92676,7.9337,7.93305,8.66762
2043,6.94649,11.6496,7.5123,7.60776,7.11713,7.5123,7.5123,7.33879,7.5123,8.14871,7.6301,7.5123,7.5123,7.5123,7.5123,7.51789,7.5123,7.59712,7.5123,7.5123,7.55053,7.5123,7.5123,7.5141,7.5123,7.5123,7.5123,7.5123,7.5123,7.5123,7.5123,7.67596,76.5384,7.02157,7.5123,7.48581,7.50194,7.48564,7.5123,7.5123,7.5123,7.5123,7.5123,7.5123,7.5123,7.5123,7.5123,9.35845,7.5123,7.5123,7.5123,7.5123,7.5123,61072.5,7.51215,7.5123,7.5123,7.5123,7.51216,7.5123,7.5123,7.5123,7.5123,2872.24,7.5123,7.80122,7.5123,7.5123,7.70636,7.5123,7.5123,7.5123,7.5123,7.5123,7.5123,7.5123,7.5123,7.5123,284268.0,7.54126,7.5123,7.51178,8.25863
2044,6.7784,11.3522,7.20892,7.43188,6.79519,7.20892,7.20892,7.03237,7.20892,7.97913,7.46696,7.20892,7.20892,7.20892,7.20892,7.21221,7.20892,7.29282,7.20892,7.20892,7.24676,7.20892,7.20891,7.20996,7.20892,7.20892,7.20892,7.20892,7.20892,7.20892,7.20892,7.34873,72.2854,6.83565,7.20892,7.19167,7.20052,7.1919,7.20892,7.20892,7.20892,7.20892,7.20892,7.20892,7.20892,7.20892,7.20892,8.87403,7.20892,7.20892,7.20892,7.20892,7.20892,61071.2,7.20883,7.20892,7.20892,7.20892,7.20883,7.20892,7.20892,7.20892,7.20892,2872.74,7.20892,7.50178,7.20892,7.20892,7.40273,7.20892,7.20892,7.20892,7.20892,7.20892,7.20892,7.20892,7.20892,7.20892,331944.0,7.25162,7.20892,7.20861,7.91032
2045,7.18355,11.4996,7.60264,7.83175,7.40378,7.60264,7.60264,7.7284,7.60264,8.31321,7.84084,7.60264,7.60264,7.60264,7.60264,7.6042,7.60264,7.68342,7.60264,7.60264,7.6399,7.60264,7.60264,7.60312,7.60264,7.60264,7.60264,7.60264,7.60264,7.60264,7.60264,8.90714,116.582,7.03188,7.60264,7.58967,7.59587,7.58845,7.60264,7.60264,7.60264,7.60264,7.60264,7.60264,7.60264,7.60264,7.60264,9.07062,7.60264,7.60264,7.60264,7.60264,7.60264,61073.6,7.6026,7.60264,7.60264,7.60264,7.6026,7.60264,7.60264,7.60264,7.60264,2872.81,7.60264,7.88661,7.60264,7.60264,7.89515,7.60264,7.60264,7.60264,7.60264,7.60264,7.60264,7.60264,7.60264,7.60264,284268.0,7.65322,7.60264,7.6025,8.75664
2046,7.1814,11.401,7.6139,7.79828,7.57272,7.6139,7.6139,7.56554,7.6139,8.2897,7.8263,7.6139,7.6139,7.6139,7.6139,7.61581,7.6139,7.69349,7.6139,7.6139,7.65102,7.6139,7.6139,7.6145,7.6139,7.6139,7.6139,7.6139,7.6139,7.6139,7.6139,8.56065,101.114,7.1518,7.6139,7.5787,7.60777,7.56242,7.6139,7.6139,7.6139,7.6139,7.6139,7.6139,7.6139,7.6139,7.6139,9.05786,7.6139,7.6139,7.6139,7.6139,7.6139,61073.0,7.61385,7.6139,7.6139,7.6139,7.61385,7.6139,7.6139,7.6139,7.6139,2873.89,7.6139,7.7798,7.6139,7.6139,7.85675,7.6139,7.6139,7.6139,7.6139,7.6139,7.6139,7.6139,7.6139,7.6139,331944.0,7.62319,7.6139,7.61372,8.68486
