,vazao_25334953_Porto Amazonas,vazao_25584963_Balsa Nova,vazao_25604951_Guajuvira,vazao_25604939_Araucária,vazao_25594926_Ponte Do Umbarazinho,vazao_25514921_ETE- Sanepar,vazao_25484919_Ponte BR 277
2021-05-28,39.4675,26.4535,2.0353,1.99888,2.00376,10.0496,4.11266
2021-05-29,35.2684,23.4923,1.80638,1.78177,1.78439,8.97461,3.6515
2021-05-30,31.8206,21.0145,1.61434,1.59763,1.59889,8.09933,3.26375
2021-05-31,33.3386,21.1982,1.62655,1.65795,1.64905,8.38213,3.28533
2021-06-01,47.3838,28.9101,2.2069,2.32729,2.30165,11.6263,4.43896
2021-06-02,44.6092,28.6175,2.17105,2.14623,2.15054,11.1355,4.37663
2021-06-03,38.0025,24.4543,1.84618,1.81163,1.81672,9.47515,3.73405
2021-06-04,33.5692,21.4992,1.61975,1.59298,1.59611,8.3402,3.27651
2021-06-05,30.443,19.3542,1.45355,1.43473,1.43624,7.5336,2.94844
2021-06-06,27.8132,17.556,1.31238,1.29937,1.30339,6.84201,2.6614
2021-06-07,25.4542,15.842,1.17952,1.1705,1.17,6.2024,2.38508
2021-06-08,26.8328,16.1944,1.20175,1.23344,1.2243,6.42536,2.42783
2021-06-09,54.7719,34.7921,2.69279,2.97188,2.91583,13.249,5.39153
2021-06-10,50.9514,34.6387,2.65962,2.59721,2.60971,12.5758,5.35121
2021-06-11,42.4499,28.6388,2.17569,2.10813,2.11881,10.4746,4.40917
2021-06-12,37.3033,24.8631,1.88437,1.83776,1.84357,9.19511,3.81216
2021-06-13,33.8373,22.2288,1.67371,1.64341,1.64604,8.33467,3.40213
2021-06-14,30.7905,19.9341,1.50044,1.47894,1.48155,7.56938,3.03383
2021-06-15,28.0163,17.9215,1.34464,1.33187,1.3315,6.8882,2.72091
2021-06-16,25.2974,16.1015,1.20867,1.20024,1.19934,6.22302,2.44372
2021-06-17,22.9236,14.5251,1.09028,1.08471,1.08353,5.6395,2.20421
2021-06-18,20.9711,13.2141,0.990379,0.986745,0.985423,5.14555,2.00208
2021-06-19,19.0423,11.9501,0.895367,0.893021,0.891663,4.66305,1.80988
2021-06-20,20.0039,12.3119,0.912305,0.943817,0.935107,4.81774,1.84317
2021-06-21,87.2735,53.2934,3.84386,4.32474,4.24681,20.4086,7.7323
2021-06-22,75.2705,50.5814,3.67162,3.53732,3.5887,18.4764,7.49034
2021-06-23,80.7124,51.8497,3.72009,3.70567,3.73801,19.9571,8.07116
2021-06-24,73.2498,47.8926,3.4437,3.34709,3.39963,18.3539,7.56176
2021-06-25,63.8364,41.9149,3.01077,2.92328,2.97795,16.0123,6.62107
2021-06-26,57.1227,37.4206,2.68577,2.6203,2.67304,14.3323,5.93849
2021-06-27,52.2148,34.171,2.46135,2.41261,2.46907,13.1594,5.4713
2021-06-28,48.6912,31.826,2.30533,2.26723,2.32771,12.3386,5.14966
2021-06-29,45.8791,29.9551,2.18282,2.15144,2.21571,11.6916,4.89945
2021-06-30,75.8845,48.2258,3.7116,3.98051,4.00383,18.9093,8.00765
2021-07-01,70.3675,47.4154,3.62245,3.5221,3.61193,17.7896,7.74623
2021-07-02,59.5089,40.2231,3.04993,2.95041,3.0261,15.0437,6.53387
2021-07-03,52.8342,35.4901,2.67759,2.60585,2.66662,13.3608,5.79251
2021-07-04,47.4569,31.7834,2.38919,2.33477,2.3938,11.9968,5.19897
2021-07-05,42.67,28.7103,2.1594,2.11561,2.17491,10.7865,4.68563
2021-07-06,38.7967,26.3209,1.98922,1.95179,2.01225,9.81238,4.2662
2021-07-07,35.1978,24.0797,1.82602,1.79236,1.85437,8.91021,3.88396
2021-07-08,32.0976,22.2591,1.69276,1.65958,1.72977,8.13962,3.56697
2021-07-09,29.9023,21.0276,1.6042,1.57143,1.64816,7.58948,3.33815
2021-07-10,27.9983,19.8372,1.5178,1.48635,1.56012,7.11484,3.13331
2021-07-11,25.858,18.4697,1.42484,1.39412,1.46952,6.58425,2.91172
2021-07-12,23.9089,17.2159,1.34568,1.31538,1.3898,6.09,2.69712
2021-07-13,21.9703,15.928,1.27077,1.23949,1.32047,5.55709,2.4479
2021-07-14,20.3619,14.6863,1.21867,1.18754,1.26626,5.11768,2.20727
2021-07-15,18.7672,13.4022,1.16688,1.13478,1.16839,4.70974,1.9969
2021-07-16,17.4326,12.2651,1.12454,1.10387,1.05751,4.36961,1.80966
2021-07-17,18.0732,12.1143,1.05235,1.12536,1.06196,4.51761,1.79523
2021-07-18,38.889,25.3317,2.12551,1.93861,2.27401,9.59435,3.9091
2021-07-19,37.9365,26.6195,2.22212,1.85268,2.12872,9.54671,4.08448
2021-07-20,31.4016,22.0218,1.83004,1.60913,1.73453,7.91893,3.35828
2021-07-21,27.6015,19.1304,1.58487,1.46711,1.50546,6.94893,2.90901
2021-07-22,24.3612,16.8323,1.39614,1.31573,1.33106,6.13071,2.55731
2021-07-23,21.6891,14.9471,1.24082,1.17592,1.18671,5.45411,2.27073
2021-07-24,19.4106,13.3428,1.10856,1.06507,1.06277,4.88141,2.02722
2021-07-25,17.5386,11.9545,0.993438,0.995159,0.954126,4.41634,1.81549
2021-07-26,16.0804,10.8279,0.898234,0.947855,0.864116,4.05363,1.64174
2021-07-27,14.8299,9.83736,0.813912,0.899847,0.784035,3.74784,1.48802
2021-07-28,13.718,8.92555,0.735152,0.813697,0.70881,3.47194,1.34485
2021-07-29,17.2993,10.6327,0.86182,0.994254,0.886386,4.25813,1.61014
2021-07-30,19.0088,12.2441,0.97695,1.04807,0.961581,4.74894,1.85278
2021-07-31,16.6305,10.6954,0.848857,0.901735,0.825626,4.14135,1.60802
2021-08-01,14.6169,9.41996,0.746981,0.792672,0.725074,3.64048,1.4147
2021-08-02,12.9755,8.35822,0.662642,0.704181,0.642935,3.22985,1.25441
2021-08-03,11.5964,7.4664,0.591887,0.630166,0.575014,2.88634,1.12088
2021-08-04,10.3801,6.67592,0.53098,0.566302,0.514729,2.58376,1.00225
2021-08-05,9.40737,5.9866,0.475239,0.507763,0.461004,2.32822,0.896624
2021-08-06,8.63049,5.40143,0.425797,0.455657,0.413288,2.11568,0.803104
2021-08-07,8.00126,4.96859,0.390269,0.417659,0.379267,1.94982,0.736834
2021-08-08,7.49204,4.60412,0.360716,0.385772,0.350999,1.81603,0.682106
2021-08-09,6.95438,4.19594,0.326418,0.34926,0.317788,1.66979,0.617299
2021-08-10,6.5097,3.82896,0.29325,0.314046,0.285567,1.54005,0.554955
2021-08-11,6.14753,3.51499,0.262968,0.281872,0.256168,1.43184,0.497003
2021-08-12,5.94063,3.2694,0.23579,0.252959,0.229646,1.35049,0.445326
2021-08-13,5.9578,3.08257,0.210503,0.226077,0.204993,1.30495,0.397276
2021-08-14,45.2496,26.1138,1.83187,2.18932,2.10311,10.1729,3.62098
2021-08-15,71.4153,48.159,3.55894,3.73,3.70154,14.9785,5.69503
2021-08-16,63.9389,44.9491,3.30116,3.20518,3.23666,14.1025,5.32714
2021-08-17,57.1958,39.5209,2.87137,2.7796,2.81584,13.2109,5.14867
2021-08-18,96.7061,63.3773,4.14737,4.30911,4.30746,23.7077,9.88114
2021-08-19,89.9655,61.0027,4.05036,3.95978,4.0127,22.486,9.72895
2021-08-20,82.7483,55.383,3.73332,3.66601,3.71874,20.8739,8.99981
2021-08-21,81.3962,53.6805,3.65297,3.61449,3.66757,20.7537,8.92671
2021-08-22,80.7615,52.9918,3.6459,3.62247,3.67851,20.6013,8.82554
2021-08-23,78.2988,51.5338,3.58256,3.55105,3.61362,19.9054,8.51556
2021-08-24,71.6166,47.5512,3.31395,3.25067,3.32247,18.2429,7.83374
2021-08-25,65.5514,43.5014,3.04387,2.98839,3.06226,16.7526,7.20586
2021-08-26,61.1604,40.5029,2.85004,2.8046,2.88054,15.6853,6.75317
2021-08-27,57.9046,38.2484,2.71095,2.6751,2.75332,14.9012,6.42298
2021-08-28,61.8433,40.6666,2.95971,3.00175,3.07249,15.6242,6.72592
2021-08-29,58.7284,39.6555,2.91257,2.86838,2.95577,14.8452,6.40352
2021-08-30,53.2947,36.1135,2.7057,2.65562,2.74519,13.4182,5.72989
2021-08-31,48.9084,33.1387,2.48938,2.42913,2.52083,12.2966,5.22359
2021-09-01,45.2069,30.4253,2.34646,2.30317,2.39544,11.3797,4.79198
2021-09-02,42.4662,28.5158,2.2492,2.2072,2.30101,10.6844,4.45559
2021-09-03,39.4356,26.5887,2.12805,2.08425,2.18473,9.92462,4.11106
2021-09-04,36.3183,24.4897,2.01614,1.97375,2.07713,9.10466,3.73624
2021-09-05,33.5926,22.5328,1.93743,1.89975,2.00306,8.37719,3.36513
2021-09-06,31.4776,20.7953,1.90019,1.86885,1.87926,7.78693,3.03253
2021-09-07,30.6189,19.5514,1.87566,1.95783,1.76155,7.52648,2.80287
2021-09-08,29.8738,18.9534,1.77386,1.85,1.66501,7.38523,2.72177
2021-09-09,27.4864,17.1962,1.57836,1.63067,1.49074,6.77624,2.44984
2021-09-10,31.8738,19.637,1.75736,1.69447,1.74424,7.74701,2.85146
2021-09-11,34.7455,21.7326,1.86999,1.91807,1.81935,8.47332,3.18384
2021-09-12,32.143,20.2168,1.71309,1.78076,1.64869,7.87421,2.94712
2021-09-13,28.6154,17.8623,1.50112,1.53977,1.44201,6.9396,2.57904
2021-09-14,26.0093,16.1474,1.3439,1.37383,1.29881,6.27247,2.32282
2021-09-15,23.7243,14.5374,1.20665,1.23313,1.16168,5.68354,2.07388
2021-09-16,32.1586,18.3831,1.43793,1.55522,1.47018,7.36026,2.56621
2021-09-17,44.3271,26.1793,2.02372,2.14758,2.07134,10.2585,3.76655
2021-09-18,71.3878,44.3224,2.98383,3.15002,3.07247,17.2665,6.9889
2021-09-19,69.2348,45.1135,3.12315,3.11716,3.09265,16.8649,7.01222
2021-09-20,58.8133,38.7153,2.72727,2.65782,2.65842,14.3987,5.99612
2021-09-21,51.763,33.9433,2.46873,2.42467,2.43202,12.6574,5.23304
2021-09-22,47.8018,31.0573,2.39012,2.37039,2.38475,11.5749,4.66771
2021-09-23,44.7993,28.7449,2.3134,2.31986,2.27811,10.7794,4.2243
2021-09-24,41.2004,26.2127,2.13981,2.13689,2.08868,9.85925,3.78136
2021-09-25,37.5332,23.6667,1.89767,1.89369,1.85713,8.93896,3.4036
2021-09-26,33.8049,21.2703,1.69436,1.69305,1.6622,8.04792,3.06283
2021-09-27,30.5511,19.1631,1.51937,1.52055,1.49339,7.26661,2.75923
2021-09-28,27.8076,17.3177,1.3644,1.36732,1.34301,6.59183,2.48407
2021-09-29,25.6454,15.7484,1.22692,1.23091,1.209,6.03144,2.23728
2021-09-30,37.2931,21.6495,1.65936,1.80511,1.75549,8.72985,3.10527
2021-10-01,50.2169,30.1306,2.28029,2.37356,2.33954,11.9488,4.3788
2021-10-02,44.9984,28.195,2.11758,2.08129,2.07411,10.8435,4.0917
2021-10-03,62.2151,39.7649,2.57901,2.68257,3.22192,15.1687,6.04097
2021-10-04,57.2903,38.1503,2.57814,2.51522,2.87077,14.0848,5.79143
2021-10-05,99.1112,64.1351,5.04229,5.35526,5.22247,24.6303,9.88643
2021-10-06,130.756,88.765,7.10472,7.26519,7.02342,32.7039,13.7718
2021-10-07,105.692,73.8857,5.81491,5.59209,5.52433,26.571,11.4186
2021-10-08,93.8763,63.78,4.93325,4.81765,4.75806,23.4995,9.8792
2021-10-09,87.8465,59.7356,4.66803,4.51638,4.57134,21.9604,9.26964
2021-10-10,79.0212,53.9996,4.22659,4.08584,4.12674,19.7559,8.33941
2021-10-11,84.3878,55.0023,4.2101,4.25658,4.19813,21.0089,8.6117
2021-10-12,79.5342,52.8979,4.04568,4.02516,3.99577,19.951,8.34318
2021-10-13,75.3176,50.8164,3.85878,3.85614,3.84057,18.9452,8.005
2021-10-14,69.3463,47.2209,3.61489,3.58528,3.58706,17.4105,7.33749
2021-10-15,62.7411,42.4893,3.28054,3.25371,3.24593,15.6953,6.53305
2021-10-16,57.118,38.1684,2.97568,2.9637,2.92811,14.2492,5.8292
2021-10-17,100.836,62.2374,4.82226,5.19065,5.08448,24.962,9.50252
2021-10-18,94.1809,61.7004,4.74489,4.67286,4.6582,23.6972,9.40802
2021-10-19,107.447,70.1727,5.43003,5.54463,5.49264,26.9475,10.7933
2021-10-20,94.9395,63.4565,4.87685,4.76278,4.75789,23.9528,9.77283
2021-10-21,81.9063,54.5575,4.18229,4.09967,4.08907,20.5819,8.38874
2021-10-22,73.2367,48.6081,3.72909,3.6776,3.66291,18.3702,7.46899
2021-10-23,65.789,43.5439,3.34364,3.31291,3.2965,16.476,6.67943
2021-10-24,59.2932,39.0927,3.001,2.98285,2.96623,14.8233,5.98926
2021-10-25,89.8731,57.7895,4.50505,4.82404,4.7429,22.4044,8.97951
2021-10-26,86.7896,58.187,4.50758,4.45215,4.45278,21.8934,9.0163
2021-10-27,74.2647,49.9443,3.84538,3.76088,3.76583,18.6879,7.70955
2021-10-28,65.1566,43.4771,3.33376,3.27528,3.27509,16.3019,6.68939
2021-10-29,58.4912,38.6156,2.94908,2.9116,2.90814,14.5403,5.91895
2021-10-30,53.3375,34.7823,2.64154,2.61756,2.61249,13.152,5.30196
2021-10-31,49.2629,31.8175,2.40509,2.38961,2.38393,12.0697,4.8279
2021-11-01,45.5892,29.1241,2.189,2.17892,2.17313,11.0852,4.39441
2021-11-02,92.704,57.6849,4.47275,4.9012,4.81098,22.5374,8.93035
2021-11-03,102.072,68.1713,5.28486,5.30366,5.30186,25.2986,10.5882
2021-11-04,85.5072,57.7779,4.43349,4.28831,4.31671,21.2368,8.92793
2021-11-05,73.9403,49.2481,3.75505,3.6541,3.67168,18.3142,7.57706
2021-11-06,71.9848,46.5711,3.52614,3.50038,3.50247,17.631,7.11445
2021-11-07,66.804,43.353,3.26887,3.22672,3.23385,16.3564,6.60073
2021-11-08,60.0784,38.6356,2.89264,2.8596,2.86504,14.6022,5.84233
2021-11-09,54.7018,34.9725,2.60244,2.57897,2.58268,13.2347,5.25685
2021-11-10,49.7384,31.5683,2.33514,2.31867,2.32112,11.9727,4.71689
2021-11-11,45.6312,28.7838,2.11955,2.10795,2.10961,10.9433,4.28156
2021-11-12,42.1322,26.3217,1.92526,1.917,1.91814,10.0447,3.88917
2021-11-13,39.5562,24.5514,1.77654,1.77067,1.78487,9.39393,3.61273
2021-11-14,37.1315,23.139,1.65374,1.64964,1.68541,8.82966,3.41175
2021-11-15,34.3278,21.2267,1.53312,1.53018,1.53339,8.14719,3.11933
2021-11-16,32.2077,19.9293,1.43162,1.42961,1.43134,7.65482,2.93745
2021-11-17,29.4424,18.1511,1.31472,1.31328,1.31405,6.97739,2.65403
2021-11-18,27.0184,16.4893,1.18692,1.18587,1.18605,6.36834,2.39381
2021-11-19,26.1334,15.4305,1.08958,1.09514,1.09483,6.05586,2.19919
2021-11-20,54.7504,31.1168,2.27538,2.54751,2.49656,12.8044,4.56178
2021-11-21,51.8611,32.4174,2.37048,2.32996,2.34404,12.5686,4.77305
2021-11-22,43.2632,27.165,1.96645,1.90979,1.92361,10.4525,3.97184
2021-11-23,38.0998,23.7875,1.70951,1.66684,1.67654,9.15376,3.45898
2021-11-24,34.1451,21.1023,1.50509,1.4752,1.48189,8.16511,3.04779
2021-11-25,31.1884,19.0123,1.33795,1.31699,1.32174,7.40556,2.71025
2021-11-26,28.8974,17.3406,1.19589,1.18095,1.18444,6.79583,2.42282
2021-11-27,26.6905,15.9228,1.07593,1.06506,1.06774,6.24922,2.17997
2021-11-28,28.3349,16.6229,1.11629,1.14145,1.13637,6.65753,2.26008
2021-11-29,28.4677,17.1792,1.15629,1.15421,1.15675,6.79838,2.34326
2021-11-30,25.5576,15.5137,1.021,1.01296,1.0165,6.12312,2.06967
2021-12-01,23.3848,14.1778,0.908402,0.9,0.903334,5.6133,1.84206
2021-12-02,21.7794,13.217,0.819804,0.812446,0.815389,5.23562,1.663
2021-12-03,20.1496,12.2562,0.7344,0.728278,0.730791,4.85681,1.49008
2021-12-04,20.0741,12.121,0.712847,0.720653,0.720002,4.84964,1.44597
2021-12-05,20.1148,12.3775,0.746758,0.746073,0.74822,4.87271,1.51687
2021-12-06,18.2183,11.2168,0.677077,0.673778,0.676379,4.36539,1.37581
2021-12-07,32.698,19.6405,1.36593,1.54586,1.51161,7.71913,2.74373
2021-12-08,43.3955,27.2473,1.95128,2.00648,2.00389,10.5083,3.93044
2021-12-09,42.9123,27.6698,1.97654,1.9599,1.97215,10.5314,3.99964
2021-12-10,37.9326,24.7929,1.75651,1.70084,1.72036,9.31874,3.57258
2021-12-11,33.4394,21.7713,1.51884,1.47424,1.50542,8.16707,3.12809
2021-12-12,29.697,19.1849,1.34256,1.31077,1.32188,7.22891,2.73812
2021-12-13,26.5975,17.0788,1.18913,1.16667,1.17492,6.41836,2.42551
2021-12-14,24.6854,15.6238,1.06676,1.05162,1.05805,5.76931,2.17613
2021-12-15,23.9434,15.1286,1.0226,1.01153,1.0174,5.51326,2.08762
2021-12-16,41.1416,24.9154,1.73493,1.9115,1.87914,9.38518,3.50285
2021-12-17,56.764,35.747,2.56813,2.66546,2.65665,13.4015,5.18373
2021-12-18,49.6739,32.5368,2.31728,2.25106,2.27661,11.817,4.71236
2021-12-19,42.355,27.6993,1.92447,1.86492,1.88624,9.82353,3.92818
2021-12-20,38.2789,24.8696,1.68888,1.64781,1.66415,8.64836,3.45393
2021-12-21,35.5147,22.9724,1.54904,1.52192,1.53502,7.94979,3.17121
2021-12-22,32.4304,20.8971,1.39738,1.37928,1.38999,7.17843,2.86195
2021-12-23,43.4606,26.9043,1.85706,1.98175,1.96246,9.44479,3.77195
2021-12-24,60.4767,38.2918,2.66959,2.78386,2.77258,13.7896,5.40463
2021-12-25,54.3022,35.8552,2.45838,2.40334,2.42804,12.4806,5.00924
2021-12-26,46.8864,30.9643,2.07374,2.02493,2.04538,10.4801,4.23856
2021-12-27,42.6617,28.0706,1.86821,1.83266,1.8494,9.43362,3.82632
2021-12-28,38.928,25.5951,1.65718,1.63478,1.6478,8.40582,3.3965
2021-12-29,60.214,37.854,2.55338,2.7418,2.71207,13.2851,5.1768
2021-12-30,72.6428,47.3342,3.26592,3.34064,3.34068,16.6637,6.62025
2021-12-31,63.5947,42.6234,2.89175,2.8204,2.85017,14.5054,5.89929
2022-01-01,82.922,53.8966,3.72597,3.87365,3.85709,19.0636,7.55211
2022-01-02,93.1665,62.0235,4.3652,4.41225,4.42127,21.7217,8.85685
2022-01-03,81.2947,54.7632,3.78754,3.68648,3.72567,18.8426,7.7322
2022-01-04,71.3309,48.073,3.21052,3.14233,3.17148,16.1435,6.5702
2022-01-05,65.133,44.148,2.87222,2.82885,2.85127,14.4556,5.88564
2022-01-06,124.019,79.1293,5.40884,5.82614,5.75761,27.9946,10.9125
2022-01-07,186.318,120.916,8.64844,8.92464,8.88971,43.9522,17.4101
2022-01-08,154.67,105.133,7.38138,7.1442,7.2047,36.6316,14.975
2022-01-09,127.925,87.2586,6.02414,5.84296,5.88698,29.9186,12.2745
2022-01-10,111.903,76.0729,5.19002,5.08849,5.11532,25.8718,10.588
2022-01-11,100.614,68.2753,4.6052,4.54911,4.56659,23.0259,9.39743
2022-01-12,93.7871,63.7115,4.24474,4.23071,4.23919,21.2393,8.65791
2022-01-13,99.9784,67.3221,4.51582,4.61937,4.60394,22.6012,9.18797
2022-01-14,97.9463,66.204,4.41384,4.41871,4.42585,22.1162,8.9891
2022-01-15,89.1986,60.471,3.96284,3.9309,3.94453,19.9093,8.08438
2022-01-16,110.51,72.3047,4.87703,5.08707,5.05165,24.9582,9.88826
2022-01-17,183.169,117.265,8.34331,8.75063,8.68361,42.6635,16.8046
2022-01-18,160.779,108.361,7.58717,7.41325,7.45977,37.7799,15.3863
2022-01-19,169.207,113.153,7.85903,7.89006,7.89128,39.4952,15.9389
2022-01-20,153.86,104.029,7.16019,7.04303,7.07479,35.7294,14.5749
2022-01-21,134.411,90.7953,6.17491,6.06571,6.09442,30.8042,12.6016
2022-01-22,126.604,84.5066,5.68209,5.65572,5.66659,28.4802,11.5946
2022-01-23,118.443,78.8858,5.24825,5.22285,5.23429,26.3106,10.7165
2022-01-24,108.355,72.1055,4.74431,4.72016,4.73164,23.787,9.69355
2022-01-25,98.5364,65.4234,4.23746,4.2227,4.23169,21.2598,8.65961
2022-01-26,89.5841,59.7884,3.80253,3.79525,3.80221,19.0898,7.77134
2022-01-27,81.7357,54.8465,3.42156,3.41922,3.42473,17.1858,6.99288
2022-01-28,84.1438,55.8324,3.46678,3.56173,3.54638,17.582,7.06863
2022-01-29,131.193,83.7218,5.56671,5.92699,5.86545,28.6073,11.2412
2022-01-30,130.287,86.9667,5.81993,5.80765,5.82501,29.2025,11.7999
2022-01-31,163.063,110.829,7.8139,8.05374,8.02081,37.4949,15.7874
2022-02-01,142.061,97.0572,6.70543,6.50047,6.55829,32.6287,13.647
2022-02-02,123.874,82.8285,5.55946,5.42426,5.46344,28.0613,11.3493
2022-02-03,109.549,73.7034,4.8596,4.78364,4.80957,24.6928,9.9301
2022-02-04,97.6312,66.4035,4.31581,4.27334,4.29183,21.8629,8.82076
2022-02-05,88.0176,60.4314,3.86873,3.84491,3.85908,19.5792,7.90701
2022-02-06,87.5926,60.0885,3.81951,3.88123,3.87654,19.4599,7.79153
2022-02-07,83.8752,58.2123,3.69225,3.69333,3.70564,18.6808,7.53588
2022-02-08,76.2687,53.4968,3.34795,3.33156,3.34721,16.8986,6.83887
2022-02-09,68.6243,48.7225,2.98542,2.97101,2.98482,15.0664,6.10099
2022-02-10,62.3296,44.6462,2.69343,2.68341,2.69537,13.597,5.50595
2022-02-11,56.6888,41.0248,2.43134,2.42498,2.43532,12.2783,4.97105
2022-02-12,52.4309,38.1454,2.24284,2.23928,2.24878,11.3295,4.58684
2022-02-13,47.7063,35.0561,2.02296,2.02117,2.02951,10.2208,4.13741
2022-02-14,43.4017,32.3007,1.8234,1.82279,1.83013,9.21536,3.7294
2022-02-15,39.5047,29.7734,1.64396,1.64412,1.65062,8.30998,3.36249
2022-02-16,42.2395,31.3532,1.74001,1.81683,1.80646,8.92127,3.54815
2022-02-17,42.899,32.2207,1.81119,1.82313,1.83006,9.16308,3.69532
2022-02-18,39.5075,30.0146,1.66495,1.65688,1.66754,8.38707,3.40138
2022-02-19,73.368,49.496,3.17761,3.47897,3.42857,16.5291,6.40004
2022-02-20,67.7705,48.6172,3.11405,3.03747,3.07183,15.5248,6.32123
2022-02-21,65.3061,46.9318,3.00022,2.99234,3.0085,14.8758,6.0958
2022-02-22,59.8792,43.3216,2.73609,2.67183,2.70094,13.5659,5.58257
2022-02-23,56.3833,40.7893,2.51677,2.49214,2.51109,12.6457,5.13747
2022-02-24,58.5771,42.0456,2.60991,2.62877,2.63896,13.1788,5.32154
2022-02-25,60.5461,43.2026,2.70442,2.72107,2.73318,13.6373,5.51108
2022-02-26,55.3463,40.0953,2.49468,2.4593,2.48262,12.4843,5.09424
2022-02-27,48.7881,35.7138,2.18055,2.14821,2.1689,10.9085,4.45845
2022-02-28,47.754,34.8705,2.11131,2.12575,2.13504,10.6402,4.31116
2022-03-01,45.4951,33.503,2.03154,2.01538,2.03212,10.1847,4.15219
2022-03-02,40.624,30.197,1.79236,1.77469,1.79029,8.9797,3.66593
2022-03-03,69.2267,46.3891,2.99545,3.24892,3.20984,15.5006,6.05015
2022-03-04,65.8704,46.775,3.04665,2.99406,3.02273,15.196,6.17929
2022-03-05,59.2916,42.445,2.73523,2.68834,2.71244,13.6333,5.56188
2022-03-06,71.1572,49.1624,3.25648,3.3388,3.33601,16.4744,6.59993
2022-03-07,66.0516,46.5269,3.07935,3.01657,3.04606,15.3216,6.26127
2022-03-08,57.7075,40.9185,2.67619,2.61535,2.64215,13.3002,5.45387
2022-03-09,61.0909,42.264,2.77341,2.81109,2.81583,13.9631,5.63851
2022-03-10,73.5662,49.7613,3.35561,3.44154,3.43931,16.9704,6.80066
2022-03-11,66.1117,46.0262,3.10402,3.04158,3.07141,15.4376,6.31105
2022-03-12,59.7026,41.6653,2.7886,2.75261,2.77418,13.9004,5.6757
2022-03-13,66.5796,45.3561,3.08423,3.14091,3.14311,15.548,6.2621
2022-03-14,77.004,51.8311,3.59568,3.66438,3.66597,18.1311,7.28287
2022-03-15,73.5189,50.4099,3.53608,3.5066,3.5284,17.5211,7.17297
2022-03-16,72.8371,49.5043,3.50577,3.49943,3.51485,17.3552,7.11357
2022-03-17,68.0604,46.1655,3.255,3.20319,3.22745,16.2042,6.61593
2022-03-18,64.3487,43.3504,3.04968,3.02302,3.04062,15.2801,6.20119
2022-03-19,59.4011,40.1811,2.82912,2.79398,2.81286,14.0998,5.75691
2022-03-20,54.064,36.5517,2.57174,2.53925,2.55669,12.7943,5.23634
2022-03-21,93.3166,58.7756,4.26101,4.57449,4.52312,21.9239,8.58551
2022-03-22,83.8721,56.3054,4.07496,3.97334,4.01024,20.2243,8.24583
2022-03-23,73.8247,49.6492,3.6008,3.53991,3.56408,17.7998,7.30004
2022-03-24,66.9046,44.9473,3.25537,3.18907,3.21297,16.0871,6.61045
2022-03-25,60.2334,40.3472,2.9145,2.86412,2.88361,14.4338,5.9231
2022-03-26,73.4457,47.7832,3.54104,3.68561,3.66476,17.5863,7.16057
2022-03-27,69.1615,46.2833,3.42831,3.37211,3.39439,16.7424,6.94385
2022-03-28,59.864,39.9668,2.9299,2.87122,2.89153,14.4364,5.9444
2022-03-29,53.2667,35.3869,2.57332,2.53011,2.54593,12.7835,5.22534
2022-03-30,47.9201,31.6955,2.28886,2.2583,2.27076,11.4484,4.64941
2022-03-31,43.1078,28.4245,2.04801,2.02617,2.03628,10.2533,4.16075
2022-04-01,51.8263,32.9969,2.4197,2.5367,2.5177,12.3635,4.89514
2022-04-02,63.0416,40.5192,3.00689,3.08707,3.07879,15.233,6.06684
2022-04-03,69.4366,44.6102,3.23216,3.25469,3.25804,16.9174,6.79805
2022-04-04,61.5008,40.6078,2.93635,2.86648,2.89948,15.0611,6.2318
2022-04-05,53.6272,35.8515,2.6208,2.55831,2.60411,13.1269,5.46486
2022-04-06,49.3234,32.7898,2.4456,2.4153,2.42607,11.9952,4.92712
2022-04-07,45.6674,30.2354,2.26238,2.23547,2.23449,11.0813,4.51522
2022-04-08,41.2048,27.1328,2.01325,1.99124,1.99295,9.95314,4.03033
2022-04-09,37.2284,24.4084,1.80091,1.78412,1.78633,8.9221,3.61116
2022-04-10,67.2984,42.3835,3.25095,3.54736,3.48714,16.0826,6.48725
2022-04-11,63.3046,42.4071,3.23148,3.15813,3.1771,15.4783,6.48479
2022-04-12,52.9323,35.3867,2.66223,2.58427,2.60132,12.8844,5.35874
2022-04-13,53.7995,34.9255,2.61682,2.61577,2.61607,12.8963,5.26809
2022-04-14,63.4872,41.2646,3.12543,3.20069,3.18655,15.4239,6.28429
2022-04-15,58.1393,38.7591,2.92457,2.8657,2.87962,14.2483,5.89296
2022-04-16,55.0727,35.8712,2.69056,2.66651,2.67197,13.2694,5.42482
2022-04-17,50.7053,33.2185,2.48431,2.44187,2.45104,12.2304,5.0146
2022-04-18,44.8663,29.3485,2.18536,2.15084,2.15809,10.8148,4.41358
2022-04-19,40.3643,26.286,1.94921,1.9237,1.92902,9.75824,3.9567
2022-04-20,37.5372,24.4231,1.80043,1.78179,1.78572,9.10216,3.68662
2022-04-21,34.8888,22.7694,1.67604,1.66226,1.66521,8.46931,3.42974
2022-04-22,31.6308,20.6061,1.52481,1.51441,1.5167,7.67463,3.08308
2022-04-23,36.3266,23.3319,1.74999,1.84135,1.82222,8.87462,3.53356
2022-04-24,60.3935,38.7172,2.98348,3.189,3.15082,14.8478,5.98136
2022-04-25,104.849,70.7079,5.53477,4.70617,5.77599,25.9366,11.0656
